SN	Distance_X_LOGO_Button_LD1	Distance_X_LOGO_Button_LD2	Distance_X_LOGO_Button_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_LD1	Distance_Y_LOGO_Button_LD2	Distance_Y_LOGO_Button_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_LD1	Angle_Button_LD2	Angle_Button_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30KVGRWV____	0.158	0.158	0.162	0.160	0.192	0.160	0.159	0.192	0.159	0.193	0.161	0.160	0.194	0.160	0.160	0.159	0.156	0.191	0.160	0.159	0.157	0.157	0.161	0.157	0.160	0.160	0.158	0.160	0.159	0.191	0.159	0.159	-0.056	-0.056	-0.014	-0.053	-0.097	-0.057	-0.055	-0.097	-0.055	-0.057	-0.056	-0.053	-0.056	-0.057	-0.057	-0.056	-0.056	-0.061	-0.055	-0.058	-0.054	-0.056	-0.054	-0.056	-0.058	-0.058	-0.057	-0.058	-0.053	-0.055	-0.054	-0.056	0.008	0.008	0.006	0.009	0.024	0.009	0.008	0.024	0.008	0.021	0.010	0.009	0.022	0.009	0.009	0.009	0.007	0.021	0.009	0.009	0.007	0.008	0.010	0.008	0.009	0.009	0.008	0.009	0.009	0.021	0.008	0.008	0.165	-0.057	0.011	2016_7_19_17_01_46
FLQS30KBGRWV____	-0.084	-0.084	-0.036	-0.086	-0.085	-0.033	-0.087	-0.085	-0.087	-0.084	-0.032	-0.086	-0.131	-0.033	-0.033	-0.120	-0.083	-0.084	-0.085	-0.082	-0.084	-0.083	-0.085	-0.083	-0.033	-0.033	-0.133	-0.033	-0.087	-0.035	-0.083	-0.085	0.044	0.044	0.045	0.045	0.044	0.041	0.044	0.044	0.044	0.042	0.041	0.045	0.050	0.041	0.041	0.046	0.045	0.044	0.043	0.046	0.045	0.050	0.007	0.050	0.042	0.042	0.050	0.042	0.044	0.006	0.008	0.045	0.150	0.150	0.168	0.148	0.149	0.170	0.148	0.149	0.148	0.150	0.170	0.148	0.131	0.170	0.170	0.136	0.150	0.150	0.150	0.150	0.150	0.149	0.153	0.149	0.170	0.170	0.130	0.170	0.149	0.172	0.153	0.149	-0.074	0.041	0.154	2016_7_19_17_01_46
FLQS30CWGRWV____	0.005	0.005	0.044	0.043	0.043	0.042	0.044	0.043	0.044	0.043	0.044	0.043	0.045	0.042	0.042	0.040	0.041	0.043	0.044	-0.003	0.042	0.044	0.046	0.044	0.043	0.043	0.043	0.043	0.040	0.044	0.042	0.041	0.045	0.045	0.042	0.003	0.002	0.042	0.040	0.002	0.040	0.006	0.002	0.003	0.007	0.042	0.042	0.042	0.041	0.006	0.003	0.006	0.042	0.041	-0.000	0.041	0.041	0.041	0.040	0.041	0.041	0.041	0.045	0.043	0.143	0.143	0.158	0.161	0.162	0.158	0.159	0.162	0.159	0.161	0.161	0.161	0.162	0.158	0.158	0.157	0.157	0.161	0.161	0.144	0.158	0.159	0.163	0.159	0.158	0.158	0.158	0.158	0.158	0.159	0.157	0.157	0.039	0.029	0.158	2016_7_19_17_01_47
FLQS30C7GRWV____	0.098	0.098	0.132	0.087	0.132	0.133	0.098	0.132	0.098	0.084	0.086	0.087	0.095	0.133	0.133	0.132	0.133	0.086	0.099	0.132	0.129	0.135	0.132	0.135	0.131	0.131	0.131	0.131	0.131	0.132	0.133	0.133	-0.013	-0.013	-0.047	-0.047	-0.012	-0.047	-0.010	-0.012	-0.010	-0.048	-0.011	-0.047	-0.012	-0.047	-0.047	-0.049	-0.013	-0.047	-0.012	-0.012	-0.048	-0.015	-0.014	-0.015	-0.014	-0.014	-0.014	-0.014	-0.014	-0.014	-0.015	-0.013	0.092	0.092	0.108	0.090	0.105	0.108	0.092	0.105	0.092	0.090	0.087	0.090	0.091	0.108	0.108	0.108	0.105	0.089	0.092	0.104	0.106	0.106	0.105	0.106	0.104	0.104	0.104	0.104	0.104	0.104	0.105	0.105	0.118	-0.024	0.100	2016_7_19_17_01_47
FLQS29JFGRX5____	-0.022	-0.022	-0.021	-0.020	-0.021	-0.019	-0.020	-0.021	-0.020	-0.020	-0.020	-0.020	-0.017	-0.019	-0.019	-0.020	-0.022	-0.020	-0.019	-0.022	-0.020	-0.055	-0.021	-0.055	-0.019	-0.019	-0.017	-0.019	-0.021	-0.018	-0.020	-0.021	0.002	0.002	0.001	0.001	0.001	-0.000	0.001	0.001	0.001	-0.001	0.001	0.001	0.002	-0.000	-0.000	0.002	0.001	-0.001	0.002	0.003	0.002	0.004	0.001	0.004	0.001	0.001	-0.034	0.001	0.002	0.001	0.004	0.002	-0.081	-0.081	-0.080	-0.079	-0.080	-0.079	-0.080	-0.080	-0.080	-0.079	-0.080	-0.079	-0.078	-0.079	-0.079	-0.079	-0.080	-0.080	-0.079	-0.080	-0.079	-0.093	-0.080	-0.093	-0.079	-0.079	-0.075	-0.079	-0.080	-0.079	-0.080	-0.081	-0.022	0.000	-0.080	2016_7_19_17_01_47
FLQS22XEGRX2____	0.045	0.045	0.048	0.046	0.047	0.015	0.048	0.047	0.048	0.049	0.047	0.046	0.050	0.015	0.015	0.046	0.046	0.013	0.014	0.046	0.047	0.048	0.048	0.048	0.013	0.013	0.095	0.013	0.046	0.047	0.047	0.047	-0.039	-0.039	-0.002	-0.003	-0.002	-0.001	-0.004	-0.002	-0.004	-0.040	0.037	-0.003	0.031	-0.001	-0.001	-0.003	-0.004	-0.003	-0.001	-0.004	-0.002	-0.001	-0.002	-0.001	-0.003	-0.003	-0.006	-0.003	-0.036	-0.001	-0.002	-0.002	0.044	0.044	0.042	0.041	0.042	0.029	0.042	0.042	0.042	0.045	0.039	0.041	0.040	0.029	0.029	0.041	0.041	0.029	0.029	0.041	0.041	0.042	0.042	0.042	0.029	0.029	0.060	0.029	0.044	0.041	0.041	0.041	0.040	-0.005	0.039	2016_7_19_17_01_47
FLQS22TQGRX2____	-0.013	-0.013	-0.012	-0.013	-0.013	-0.010	-0.014	-0.013	-0.014	-0.012	-0.013	-0.013	-0.009	-0.010	-0.010	-0.013	-0.011	-0.012	-0.012	-0.011	-0.013	-0.010	-0.012	-0.010	-0.011	-0.011	-0.013	-0.011	-0.013	-0.011	-0.011	-0.012	0.045	0.045	0.045	0.047	0.044	0.046	0.044	0.044	0.044	0.044	0.046	0.047	0.009	0.046	0.046	0.091	0.046	0.046	0.043	0.045	0.047	0.007	0.047	0.007	0.046	0.046	0.048	0.046	0.050	0.047	0.046	0.046	0.149	0.149	0.149	0.149	0.148	0.150	0.148	0.148	0.148	0.150	0.149	0.149	0.153	0.150	0.150	0.145	0.149	0.150	0.150	0.150	0.148	0.153	0.149	0.153	0.149	0.149	0.148	0.149	0.148	0.149	0.149	0.149	-0.012	0.044	0.149	2016_7_19_17_01_47
FLQS21YXGRX2____	0.034	0.034	0.001	0.033	0.031	0.034	-0.004	0.031	-0.004	0.034	0.001	0.033	0.037	0.034	0.034	0.002	0.035	0.033	-0.000	-0.000	-0.002	0.035	0.001	0.035	0.035	0.035	-0.000	0.035	0.004	0.000	0.000	0.003	0.005	0.005	0.004	-0.001	0.001	0.001	0.003	0.001	0.003	0.000	0.038	-0.001	0.004	0.001	0.001	0.003	0.002	0.002	0.000	0.004	0.003	0.003	0.005	0.003	0.002	0.002	0.002	0.002	0.001	0.006	0.045	0.002	0.113	0.113	0.099	0.113	0.112	0.113	0.098	0.112	0.098	0.112	0.097	0.113	0.113	0.113	0.113	0.100	0.113	0.112	0.099	0.099	0.099	0.114	0.100	0.114	0.113	0.113	0.100	0.113	0.101	0.099	0.096	0.100	0.019	0.005	0.107	2016_7_19_17_01_47
FLQS2AVTGRX5____	-0.056	-0.056	-0.059	-0.058	-0.057	-0.089	-0.061	-0.057	-0.061	-0.017	-0.058	-0.058	-0.058	-0.089	-0.089	-0.058	-0.057	-0.089	-0.060	-0.057	-0.059	-0.060	-0.058	-0.060	-0.018	-0.018	-0.060	-0.018	-0.060	-0.060	-0.057	-0.058	0.039	0.039	-0.036	-0.037	0.002	0.036	0.000	0.002	0.000	-0.000	0.001	-0.037	0.003	0.036	0.036	-0.035	-0.036	-0.036	0.000	-0.034	-0.037	-0.035	0.001	-0.035	-0.038	-0.038	-0.037	-0.038	-0.034	-0.036	0.000	-0.037	-0.059	-0.059	-0.055	-0.055	-0.057	-0.072	-0.058	-0.057	-0.058	-0.041	-0.057	-0.055	-0.058	-0.072	-0.072	-0.054	-0.054	-0.066	-0.058	-0.054	-0.055	-0.055	-0.058	-0.055	-0.039	-0.039	-0.055	-0.039	-0.056	-0.055	-0.057	-0.054	-0.057	-0.013	-0.056	2016_7_19_17_01_47
FLQS3087GRWV____	0.157	0.157	0.102	0.204	0.203	0.205	0.159	0.203	0.159	0.203	0.202	0.204	0.201	0.205	0.205	0.200	0.158	0.204	0.213	0.203	0.158	0.202	0.200	0.202	0.205	0.205	0.157	0.205	0.154	0.201	0.152	0.156	-0.054	-0.054	-0.012	-0.053	-0.014	-0.052	-0.014	-0.014	-0.014	-0.051	-0.014	-0.053	-0.050	-0.052	-0.052	-0.048	-0.014	-0.015	-0.020	-0.019	-0.017	-0.049	-0.047	-0.049	-0.050	-0.050	-0.016	-0.050	-0.011	-0.048	-0.050	-0.053	0.077	0.077	0.052	0.095	0.091	0.095	0.074	0.091	0.074	0.094	0.090	0.095	0.093	0.095	0.095	0.092	0.073	0.092	0.095	0.092	0.074	0.094	0.092	0.094	0.094	0.094	0.073	0.094	0.072	0.093	0.074	0.076	0.186	-0.036	0.086	2016_7_19_17_01_47
FLQS2044GRWY____	0.004	0.004	0.007	0.006	0.007	0.005	0.002	0.007	0.002	0.005	0.004	0.006	0.004	0.005	0.005	0.039	0.003	0.005	0.002	0.004	0.040	0.003	0.004	0.003	0.003	0.003	0.036	0.003	0.040	0.006	0.004	0.041	-0.048	-0.048	-0.049	-0.046	-0.046	-0.047	-0.087	-0.046	-0.087	-0.050	-0.050	-0.046	-0.053	-0.047	-0.047	-0.044	-0.045	-0.045	-0.044	-0.043	-0.047	-0.050	-0.048	-0.050	-0.048	-0.048	-0.081	-0.048	-0.087	-0.046	-0.046	-0.044	-0.251	-0.251	-0.249	-0.249	-0.249	-0.250	-0.248	-0.249	-0.248	-0.250	-0.251	-0.249	-0.251	-0.250	-0.250	-0.237	-0.251	-0.250	-0.251	-0.251	-0.237	-0.251	-0.250	-0.251	-0.251	-0.251	-0.235	-0.251	-0.233	-0.250	-0.251	-0.237	0.010	-0.052	-0.248	2016_7_19_17_01_47
FLQS312SGRWV____	0.056	0.056	0.056	0.055	0.055	0.057	0.055	0.055	0.055	0.058	0.057	0.055	0.054	0.057	0.057	0.056	0.055	0.055	0.054	0.057	0.054	0.054	0.055	0.054	0.056	0.056	0.053	0.056	0.058	0.055	0.056	0.055	-0.003	-0.003	-0.006	-0.004	-0.007	-0.008	-0.041	-0.007	-0.041	-0.008	-0.006	-0.004	-0.007	-0.008	-0.008	-0.007	-0.007	-0.006	-0.006	-0.006	-0.005	-0.006	-0.006	-0.006	-0.006	-0.006	-0.005	-0.006	-0.007	-0.005	-0.006	-0.006	0.011	0.011	0.011	0.011	0.011	0.012	0.014	0.011	0.014	0.012	0.012	0.011	0.011	0.012	0.012	0.012	0.011	0.011	0.011	0.012	0.010	0.011	0.011	0.011	0.011	0.011	0.010	0.011	0.012	0.011	0.011	0.011	0.056	-0.008	0.011	2016_7_19_17_01_48
FLQS31J6GRWY____	-0.206	-0.206	-0.206	-0.206	-0.206	-0.205	-0.173	-0.206	-0.173	-0.206	-0.206	-0.206	-0.206	-0.205	-0.205	-0.207	-0.208	-0.206	-0.205	-0.206	-0.173	-0.207	-0.206	-0.207	-0.205	-0.205	-0.173	-0.205	-0.205	-0.206	-0.209	-0.207	0.050	0.050	0.051	0.011	0.050	0.011	0.012	0.050	0.012	0.009	0.008	0.011	0.010	0.011	0.011	0.013	0.012	0.010	0.013	0.010	0.049	0.012	0.010	0.012	0.045	0.045	0.049	0.045	0.051	0.047	0.046	0.048	-0.092	-0.092	-0.092	-0.089	-0.092	-0.089	-0.076	-0.092	-0.076	-0.089	-0.089	-0.089	-0.089	-0.089	-0.089	-0.089	-0.089	-0.088	-0.089	-0.089	-0.079	-0.089	-0.089	-0.089	-0.091	-0.091	-0.079	-0.091	-0.091	-0.092	-0.093	-0.092	-0.202	0.027	-0.089	2016_7_19_17_01_37
FLQS31FWGRWY____	-0.054	-0.054	-0.053	-0.054	-0.054	-0.053	-0.055	-0.054	-0.055	-0.054	-0.054	-0.054	-0.053	-0.053	-0.053	-0.055	-0.055	-0.054	-0.055	-0.052	-0.055	-0.053	-0.054	-0.053	-0.054	-0.054	-0.056	-0.054	-0.056	-0.053	-0.054	-0.054	0.001	0.001	-0.002	-0.000	-0.001	0.003	0.000	-0.001	0.000	-0.000	0.002	-0.000	0.001	0.003	0.003	0.002	0.002	0.003	0.000	0.002	0.003	0.001	0.002	0.001	0.001	0.001	0.002	0.001	-0.002	0.002	-0.000	0.001	-0.026	-0.026	-0.025	-0.026	-0.026	-0.026	-0.027	-0.026	-0.027	-0.026	-0.026	-0.026	-0.026	-0.026	-0.026	-0.027	-0.027	-0.026	-0.027	-0.026	-0.027	-0.026	-0.026	-0.026	-0.026	-0.026	-0.027	-0.026	-0.026	-0.026	-0.026	-0.026	-0.054	0.001	-0.026	2016_7_19_17_01_37
FLQS31CRGRWY____	-0.075	-0.075	-0.074	-0.074	-0.076	-0.076	-0.075	-0.076	-0.075	-0.075	-0.074	-0.074	-0.074	-0.076	-0.076	-0.078	-0.076	-0.075	-0.074	-0.072	-0.074	-0.075	-0.076	-0.075	-0.075	-0.075	-0.074	-0.075	-0.072	-0.076	-0.073	-0.078	-0.002	-0.002	-0.001	-0.001	-0.001	-0.001	-0.004	-0.001	-0.004	-0.002	-0.005	-0.001	-0.003	-0.001	-0.001	-0.002	-0.000	-0.003	-0.004	-0.037	-0.000	-0.003	-0.002	-0.003	-0.004	-0.004	-0.040	-0.004	-0.037	-0.003	-0.039	0.000	-0.070	-0.070	-0.070	-0.070	-0.071	-0.070	-0.071	-0.071	-0.071	-0.070	-0.070	-0.070	-0.070	-0.070	-0.070	-0.072	-0.070	-0.070	-0.069	-0.067	-0.070	-0.070	-0.070	-0.070	-0.070	-0.070	-0.067	-0.070	-0.067	-0.070	-0.066	-0.071	-0.075	-0.007	-0.070	2016_7_19_17_01_37
FLQS319LGRWY____	-0.281	-0.281	-0.281	-0.282	-0.282	-0.282	-0.280	-0.282	-0.280	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.281	-0.315	-0.282	-0.280	-0.278	-0.282	-0.281	-0.281	-0.281	-0.283	-0.283	-0.315	-0.283	-0.319	-0.282	-0.282	-0.314	0.065	0.065	0.104	0.065	0.103	0.064	0.065	0.103	0.065	0.100	0.063	0.065	0.031	0.064	0.064	0.103	0.063	0.064	0.103	0.030	0.066	0.064	0.030	0.064	0.064	0.064	0.068	0.064	0.103	0.066	0.068	0.066	-0.045	-0.045	-0.049	-0.046	-0.049	-0.046	-0.045	-0.049	-0.045	-0.049	-0.045	-0.046	-0.043	-0.046	-0.046	-0.048	-0.058	-0.046	-0.048	-0.041	-0.046	-0.045	-0.043	-0.045	-0.046	-0.046	-0.059	-0.046	-0.063	-0.046	-0.046	-0.058	-0.286	0.070	-0.048	2016_7_19_17_01_37
FLQS319HGRWY____	0.049	0.049	0.018	0.020	0.019	0.016	0.018	0.019	0.018	0.017	0.017	0.020	0.016	0.016	0.016	0.016	0.049	0.017	0.017	0.018	0.016	0.015	0.019	0.015	0.017	0.017	0.017	0.017	0.017	0.018	0.017	0.048	0.046	0.046	0.044	0.043	0.044	0.045	0.042	0.044	0.042	0.045	0.046	0.043	0.045	0.045	0.045	0.045	0.006	0.044	0.045	0.045	0.044	0.044	-0.030	0.044	0.046	0.046	0.044	0.046	0.045	0.045	0.047	0.044	0.063	0.063	0.052	0.052	0.052	0.051	0.051	0.052	0.051	0.051	0.051	0.052	0.050	0.051	0.051	0.051	0.066	0.051	0.051	0.051	0.051	0.050	0.058	0.050	0.051	0.051	0.051	0.051	0.051	0.052	0.051	0.063	0.021	0.041	0.053	2016_7_19_17_01_37
FLQS317CGRWY____	0.163	0.163	0.163	0.199	0.199	0.162	0.197	0.199	0.197	0.161	0.199	0.199	0.157	0.162	0.162	0.202	0.163	0.198	0.198	0.160	0.197	0.159	0.197	0.159	0.200	0.200	0.197	0.200	0.196	0.199	0.199	0.199	-0.056	-0.056	-0.018	-0.054	-0.016	-0.054	-0.053	-0.016	-0.053	-0.056	-0.056	-0.054	-0.050	-0.054	-0.054	-0.055	-0.055	-0.053	-0.052	-0.055	-0.056	-0.054	-0.017	-0.054	-0.022	-0.022	-0.019	-0.022	-0.015	-0.018	-0.018	-0.015	0.053	0.053	0.051	0.066	0.063	0.053	0.065	0.063	0.065	0.052	0.068	0.066	0.051	0.053	0.053	0.068	0.053	0.067	0.066	0.052	0.066	0.052	0.063	0.052	0.064	0.064	0.063	0.064	0.063	0.065	0.064	0.064	0.185	-0.041	0.060	2016_7_19_17_01_37
FLQS3160GRWY____	-0.169	-0.169	-0.157	-0.197	-0.199	-0.158	-0.167	-0.199	-0.167	-0.167	-0.166	-0.197	-0.167	-0.158	-0.158	-0.201	-0.169	-0.158	-0.199	-0.157	-0.167	-0.167	-0.201	-0.167	-0.158	-0.158	-0.199	-0.158	-0.200	-0.200	-0.202	-0.171	0.045	0.045	0.047	0.007	-0.032	0.040	0.004	-0.032	0.004	0.040	0.001	0.007	0.006	0.040	0.040	0.045	0.045	0.006	0.003	0.041	0.005	0.042	0.044	0.042	0.038	0.038	0.042	0.038	0.004	0.043	0.005	0.046	-0.064	-0.064	-0.059	-0.072	-0.070	-0.060	-0.060	-0.070	-0.060	-0.063	-0.059	-0.072	-0.060	-0.060	-0.060	-0.077	-0.064	-0.057	-0.073	-0.060	-0.061	-0.064	-0.077	-0.064	-0.060	-0.060	-0.076	-0.060	-0.073	-0.076	-0.074	-0.064	-0.176	0.025	-0.065	2016_7_19_17_01_37
FLQS3126GRWV____	-0.367	-0.367	-0.324	-0.326	-0.316	-0.316	-0.362	-0.316	-0.362	-0.315	-0.325	-0.326	-0.326	-0.316	-0.316	-0.366	-0.366	-0.315	-0.363	-0.369	-0.327	-0.367	-0.370	-0.367	-0.327	-0.327	-0.366	-0.327	-0.366	-0.368	-0.369	-0.368	0.072	0.072	0.110	0.036	0.110	0.072	0.032	0.110	0.032	0.110	0.038	0.036	0.040	0.072	0.072	0.106	0.037	0.072	-0.002	0.074	0.109	0.073	0.073	0.073	0.036	0.036	0.072	0.036	0.073	0.073	0.073	0.072	-0.155	-0.155	-0.141	-0.136	-0.138	-0.135	-0.149	-0.138	-0.149	-0.138	-0.136	-0.136	-0.137	-0.135	-0.135	-0.157	-0.151	-0.135	-0.147	-0.156	-0.142	-0.156	-0.156	-0.156	-0.136	-0.136	-0.154	-0.136	-0.155	-0.156	-0.156	-0.155	-0.344	0.065	-0.145	2016_7_19_17_01_37
FLQS3115GRWV____	-0.070	-0.070	-0.068	-0.068	-0.069	-0.070	-0.070	-0.069	-0.070	-0.069	-0.069	-0.068	-0.070	-0.070	-0.070	-0.068	-0.070	-0.070	-0.067	-0.069	-0.069	-0.070	-0.069	-0.070	-0.071	-0.071	-0.069	-0.071	-0.069	-0.070	-0.070	-0.072	0.049	0.049	0.048	0.048	0.047	0.045	0.048	0.047	0.048	0.046	0.045	0.048	0.047	0.045	0.045	0.048	0.048	0.047	0.046	0.046	0.045	0.048	0.048	0.048	0.045	0.045	0.011	0.045	0.046	0.047	0.048	0.046	0.186	0.186	0.188	0.187	0.187	0.186	0.186	0.187	0.186	0.186	0.186	0.187	0.187	0.186	0.186	0.187	0.186	0.187	0.187	0.186	0.187	0.186	0.186	0.186	0.186	0.186	0.189	0.186	0.187	0.187	0.186	0.186	-0.070	0.046	0.186	2016_7_19_17_01_37
FLQS310RGRWV____	-0.262	-0.262	-0.225	-0.225	-0.225	-0.317	-0.259	-0.225	-0.259	-0.223	-0.222	-0.225	-0.260	-0.317	-0.317	-0.264	-0.263	-0.223	-0.260	-0.261	-0.259	-0.261	-0.261	-0.261	-0.316	-0.316	-0.259	-0.316	-0.258	-0.225	-0.264	-0.262	0.054	0.054	0.054	0.052	0.053	0.054	0.054	0.053	0.054	0.053	0.053	0.052	0.055	0.054	0.054	0.055	0.055	0.053	0.053	0.052	0.054	0.053	0.054	0.053	0.057	0.057	0.052	0.057	0.053	0.053	0.052	0.054	0.023	0.023	0.037	0.037	0.038	0.002	0.024	0.038	0.024	0.039	0.038	0.037	0.024	0.002	0.002	0.022	0.023	0.038	0.023	0.024	0.024	0.023	0.023	0.023	0.001	0.001	0.024	0.001	0.025	0.038	0.022	0.024	-0.261	0.054	0.023	2016_7_19_17_01_38
FLQS3106GRWV____	0.003	0.003	0.005	0.009	0.007	0.007	0.009	0.007	0.009	0.003	0.006	0.009	0.009	0.007	0.007	0.049	0.008	0.006	0.007	0.006	0.009	0.053	0.043	0.053	0.008	0.008	-0.034	0.008	0.001	0.043	0.012	0.007	0.041	0.041	0.002	-0.037	0.000	0.003	-0.033	0.000	-0.033	0.040	-0.034	-0.037	-0.033	0.003	0.003	-0.000	-0.033	-0.034	0.004	0.006	0.005	0.000	-0.033	0.000	0.003	0.003	0.003	0.003	0.007	0.002	-0.003	0.003	-0.017	-0.017	-0.014	-0.009	-0.013	-0.013	-0.010	-0.013	-0.010	-0.018	-0.011	-0.009	-0.010	-0.013	-0.013	0.004	-0.010	-0.010	-0.013	-0.014	-0.012	0.004	0.003	0.004	-0.012	-0.012	-0.030	-0.012	-0.016	0.000	-0.011	-0.013	0.012	-0.004	-0.011	2016_7_19_17_01_38
