SN	Distance_X_LOGO_Button_RU1	Distance_X_LOGO_Button_RU2	Distance_X_LOGO_Button_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_RU1	Distance_Y_LOGO_Button_RU2	Distance_Y_LOGO_Button_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_RU1	Angle_Button_RU2	Angle_Button_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30Q3GRWV____	0.006	0.017	0.056	0.056	0.053	0.049	-0.032	-0.032	0.052	0.005	0.059	0.056	0.008	-0.027	0.046	0.056	0.050	0.006	0.056	0.007	0.088	-0.034	0.007	-0.028	0.008	0.049	0.045	0.010	0.016	0.053	0.050	0.045	-0.004	0.042	-0.005	-0.005	0.040	0.039	0.038	0.038	0.043	0.041	-0.008	-0.005	0.041	0.040	0.041	-0.005	0.041	0.041	-0.005	0.045	0.041	-0.007	0.041	-0.007	0.040	0.039	0.040	-0.007	0.042	0.040	0.041	0.040	-0.447	-0.447	-0.427	-0.427	-0.433	-0.435	-0.465	-0.465	-0.434	-0.452	-0.427	-0.427	-0.451	-0.464	-0.436	-0.427	-0.434	-0.451	-0.427	-0.452	-0.420	-0.462	-0.451	-0.459	-0.450	-0.435	-0.437	-0.445	-0.448	-0.433	-0.435	-0.437	0.027	0.026	-0.442	2016_7_19_17_01_14
FLQS30Q2GRWV____	-0.120	-0.167	-0.125	-0.125	-0.121	-0.080	-0.117	-0.117	-0.119	-0.125	-0.119	-0.125	-0.129	-0.122	-0.122	-0.125	-0.165	-0.119	-0.125	-0.166	-0.125	-0.166	-0.167	-0.124	-0.122	-0.080	-0.169	-0.118	-0.165	-0.121	-0.172	-0.169	0.052	0.010	0.051	0.051	0.009	0.049	0.009	0.009	0.009	0.004	0.007	0.051	0.050	0.010	0.050	0.051	0.011	0.008	0.051	0.048	0.050	0.050	0.010	0.051	0.049	0.049	0.051	0.052	0.007	0.009	0.008	0.051	0.087	0.074	0.085	0.085	0.091	0.103	0.093	0.093	0.092	0.090	0.092	0.085	0.084	0.091	0.087	0.085	0.074	0.092	0.085	0.070	0.085	0.069	0.074	0.086	0.086	0.103	0.069	0.088	0.074	0.091	0.072	0.069	-0.132	0.032	0.084	2016_7_19_17_01_14
FLQS30PHGRWY____	-0.013	-0.010	-0.048	-0.048	-0.005	-0.012	-0.013	-0.013	-0.049	-0.052	-0.048	-0.048	-0.046	-0.011	-0.044	-0.048	-0.008	-0.011	-0.048	-0.010	-0.005	-0.015	-0.051	-0.010	-0.049	-0.012	0.034	-0.012	-0.007	-0.005	-0.006	0.034	-0.004	-0.003	-0.002	-0.002	-0.002	-0.003	-0.003	-0.003	-0.002	-0.003	-0.003	-0.002	-0.003	-0.003	-0.046	-0.002	-0.003	-0.003	-0.002	-0.003	-0.004	-0.003	-0.002	-0.003	-0.005	-0.003	-0.003	-0.003	-0.002	-0.002	-0.003	-0.003	-0.002	-0.001	-0.016	-0.016	0.001	-0.001	-0.002	-0.002	-0.016	-0.017	-0.016	-0.016	-0.016	-0.001	-0.009	-0.016	-0.001	-0.001	-0.016	-0.001	0.000	-0.002	-0.016	-0.001	-0.016	-0.001	0.015	-0.002	-0.000	0.001	0.000	0.015	-0.022	-0.004	-0.005	2016_7_19_17_01_14
FLQS30NWGRWV____	0.076	0.075	0.072	0.072	0.071	0.065	0.120	0.120	0.070	0.076	0.060	0.072	0.078	0.073	0.075	0.072	0.065	0.153	0.072	0.068	0.115	0.070	0.071	0.115	0.033	0.065	0.075	0.068	0.074	0.071	0.069	0.075	-0.009	-0.009	-0.009	-0.009	-0.010	-0.068	-0.011	-0.011	-0.010	-0.008	-0.072	-0.009	-0.009	-0.009	-0.069	-0.009	0.032	0.030	-0.009	-0.067	-0.072	-0.009	0.033	-0.009	-0.006	-0.068	-0.010	0.032	-0.009	-0.010	-0.010	-0.010	0.086	0.087	0.085	0.085	0.085	0.088	0.103	0.103	0.084	0.086	0.087	0.085	0.087	0.086	0.092	0.085	0.078	0.112	0.085	0.090	0.108	0.085	0.081	0.102	0.070	0.088	0.086	0.080	0.086	0.085	0.084	0.086	0.078	-0.015	0.088	2016_7_19_17_01_14
FLQS30MRGRWY____	-0.164	-0.149	-0.111	-0.111	-0.111	-0.158	-0.148	-0.148	-0.149	-0.154	-0.153	-0.111	-0.153	-0.194	-0.161	-0.111	-0.165	-0.197	-0.111	-0.205	-0.205	-0.156	-0.194	-0.160	-0.148	-0.158	-0.199	-0.194	-0.198	-0.111	-0.198	-0.199	0.052	-0.043	0.049	0.049	0.048	0.052	-0.042	-0.042	-0.042	0.007	0.004	0.049	-0.041	-0.041	0.051	0.049	0.093	-0.040	0.049	0.053	0.051	0.005	-0.037	0.050	-0.041	0.052	0.052	-0.039	-0.042	0.048	-0.040	0.052	-0.104	-0.089	-0.083	-0.083	-0.083	-0.102	-0.089	-0.089	-0.089	-0.096	-0.095	-0.083	-0.090	-0.106	-0.103	-0.083	-0.109	-0.107	-0.083	-0.120	-0.120	-0.096	-0.107	-0.103	-0.089	-0.102	-0.117	-0.107	-0.108	-0.083	-0.108	-0.117	-0.159	0.013	-0.098	2016_7_19_17_01_15
FLQS30MKGRWV____	-0.132	-0.132	-0.131	-0.131	-0.175	-0.127	-0.124	-0.124	-0.046	-0.080	-0.031	-0.131	-0.123	-0.127	-0.130	-0.131	-0.078	-0.083	-0.131	-0.128	-0.129	-0.126	-0.085	-0.141	-0.176	-0.127	-0.087	-0.131	-0.050	-0.175	-0.083	-0.087	0.015	-0.034	0.017	0.017	-0.032	0.015	0.015	0.015	0.015	0.014	0.008	0.017	0.014	0.014	0.018	0.017	0.014	0.013	0.017	-0.034	-0.034	0.014	0.014	0.033	-0.032	0.015	0.017	-0.033	0.014	-0.032	0.014	0.017	-0.231	-0.226	-0.230	-0.230	-0.242	-0.230	-0.228	-0.228	-0.197	-0.211	-0.192	-0.230	-0.228	-0.229	-0.230	-0.230	-0.211	-0.212	-0.230	-0.225	-0.225	-0.229	-0.213	-0.237	-0.244	-0.230	-0.214	-0.226	-0.199	-0.242	-0.212	-0.214	-0.115	0.005	-0.224	2016_7_19_17_01_15
FLQS30MJGRWV____	-0.243	-0.245	-0.206	-0.206	-0.244	-0.244	-0.202	-0.202	-0.206	-0.196	-0.246	-0.206	-0.203	-0.206	-0.286	-0.206	-0.247	-0.205	-0.206	-0.295	-0.247	-0.197	-0.244	-0.206	-0.205	-0.244	-0.243	-0.240	-0.246	-0.244	-0.208	-0.243	0.016	0.016	0.015	0.015	0.016	0.016	0.016	0.016	0.014	0.015	0.015	0.015	0.015	0.015	0.016	0.015	0.016	0.015	0.015	0.016	0.016	0.016	0.015	0.015	0.016	0.016	0.014	0.016	0.014	0.016	0.015	0.014	-0.185	-0.185	-0.170	-0.170	-0.185	-0.185	-0.169	-0.169	-0.170	-0.166	-0.185	-0.170	-0.170	-0.170	-0.201	-0.170	-0.186	-0.170	-0.170	-0.205	-0.187	-0.167	-0.185	-0.171	-0.170	-0.185	-0.185	-0.184	-0.186	-0.185	-0.171	-0.185	-0.227	0.015	-0.178	2016_7_19_17_01_15
FLQS30MEGRWV____	0.508	0.468	0.474	0.474	0.521	0.470	0.471	0.471	0.514	0.471	0.473	0.474	0.508	0.430	0.511	0.474	0.468	0.468	0.474	0.422	0.470	0.430	0.470	0.470	0.475	0.470	0.511	0.511	0.470	0.521	0.425	0.511	-0.017	-0.018	-0.063	-0.063	-0.016	-0.062	-0.057	-0.057	-0.057	-0.057	-0.056	-0.063	-0.018	-0.056	-0.016	-0.063	-0.016	-0.056	-0.063	-0.063	-0.015	-0.058	-0.057	-0.013	-0.058	-0.062	-0.016	-0.015	-0.057	-0.016	-0.016	-0.016	0.277	0.262	0.269	0.269	0.282	0.267	0.267	0.267	0.283	0.267	0.268	0.269	0.277	0.252	0.278	0.269	0.261	0.266	0.269	0.249	0.263	0.251	0.267	0.262	0.269	0.267	0.278	0.278	0.267	0.282	0.245	0.278	0.477	-0.042	0.268	2016_7_19_17_01_15
FLQS30LFGRWY____	0.249	0.212	0.254	0.254	0.215	0.215	0.216	0.216	0.216	0.254	0.215	0.254	0.255	0.210	0.219	0.254	0.262	0.216	0.254	0.252	0.294	0.251	0.255	0.215	0.215	0.215	0.260	0.260	0.207	0.215	0.252	0.260	-0.016	-0.058	-0.015	-0.015	-0.056	-0.016	-0.057	-0.057	-0.055	-0.055	-0.056	-0.015	-0.058	-0.057	-0.057	-0.015	-0.056	-0.057	-0.015	-0.013	-0.014	-0.012	-0.058	-0.057	-0.056	-0.016	-0.057	-0.057	-0.057	-0.056	-0.058	-0.057	0.706	0.696	0.707	0.707	0.697	0.693	0.697	0.697	0.697	0.711	0.697	0.707	0.713	0.695	0.698	0.707	0.715	0.697	0.707	0.706	0.722	0.706	0.712	0.696	0.697	0.693	0.714	0.714	0.694	0.697	0.711	0.714	0.237	-0.042	0.704	2016_7_19_17_01_15
FLQS30KNGRWV____	-0.072	-0.065	-0.027	-0.027	-0.067	-0.066	-0.030	-0.030	-0.065	-0.031	-0.063	-0.027	-0.064	-0.063	-0.067	-0.027	-0.106	-0.063	-0.027	-0.034	-0.069	-0.102	-0.064	-0.025	-0.061	-0.066	-0.065	-0.105	-0.064	-0.067	-0.065	-0.065	0.046	0.004	0.046	0.046	0.046	0.045	0.045	0.045	0.048	0.001	0.003	0.046	0.047	0.046	0.045	0.046	0.006	0.003	0.046	0.088	0.046	0.001	0.003	0.048	0.003	0.045	0.047	0.005	0.048	0.046	0.047	0.047	0.058	0.065	0.075	0.075	0.060	0.061	0.074	0.074	0.060	0.078	0.066	0.075	0.061	0.061	0.060	0.075	0.049	0.066	0.075	0.068	0.059	0.051	0.065	0.075	0.067	0.061	0.060	0.049	0.061	0.060	0.061	0.060	-0.057	0.035	0.065	2016_7_19_17_01_15
FLQS30K5GRWY____	0.024	0.069	0.106	0.106	0.064	0.070	0.034	0.034	0.069	0.035	0.070	0.106	0.104	0.032	0.026	0.106	0.067	0.034	0.106	0.071	0.103	0.035	0.069	0.029	0.034	0.070	0.105	0.033	0.068	0.064	0.028	0.105	-0.015	-0.053	-0.016	-0.016	-0.017	-0.017	-0.056	-0.056	-0.056	-0.056	-0.057	-0.016	-0.016	-0.056	-0.014	-0.016	-0.013	-0.055	-0.016	-0.016	-0.017	-0.056	-0.055	-0.016	-0.054	-0.017	-0.017	-0.054	-0.057	-0.017	-0.058	-0.017	0.059	0.081	0.091	0.091	0.074	0.077	0.068	0.068	0.081	0.068	0.081	0.091	0.090	0.067	0.060	0.091	0.076	0.067	0.091	0.078	0.090	0.068	0.081	0.062	0.067	0.077	0.091	0.066	0.080	0.074	0.066	0.091	0.065	-0.033	0.077	2016_7_19_17_01_15
FLQS30K3GRWY____	0.037	-0.049	-0.046	-0.046	-0.012	-0.014	-0.051	-0.051	-0.051	0.038	-0.060	-0.046	-0.050	-0.098	-0.060	-0.046	-0.057	-0.046	-0.046	-0.050	-0.045	-0.054	-0.009	-0.017	-0.011	-0.014	-0.061	-0.054	-0.051	-0.012	-0.010	-0.061	-0.051	-0.050	-0.048	-0.048	-0.049	-0.007	-0.050	-0.050	-0.051	-0.054	-0.005	-0.048	-0.050	-0.051	-0.005	-0.048	-0.006	-0.092	-0.048	-0.047	-0.045	-0.050	-0.051	-0.006	-0.050	-0.007	-0.005	-0.050	-0.051	-0.049	-0.049	-0.005	0.556	0.523	0.523	0.523	0.537	0.531	0.521	0.521	0.521	0.556	0.514	0.523	0.521	0.504	0.513	0.523	0.515	0.528	0.523	0.522	0.524	0.520	0.538	0.530	0.537	0.531	0.513	0.520	0.522	0.537	0.538	0.513	-0.038	-0.040	0.526	2016_7_19_17_01_15
FLQS30K1GRWY____	0.143	0.148	0.147	0.147	0.191	0.155	0.143	0.143	0.148	0.145	0.148	0.147	0.187	0.145	0.156	0.147	0.191	0.149	0.147	0.151	0.120	0.144	0.150	0.145	0.150	0.155	0.183	0.145	0.150	0.191	0.148	0.183	-0.013	-0.010	-0.012	-0.012	-0.013	-0.051	-0.012	-0.012	-0.013	-0.011	-0.013	-0.012	-0.015	-0.013	-0.055	-0.012	-0.011	-0.013	-0.012	-0.049	-0.048	-0.012	-0.012	-0.012	-0.013	-0.051	-0.015	-0.009	-0.012	-0.013	-0.014	-0.015	0.086	0.088	0.088	0.088	0.105	0.095	0.086	0.086	0.088	0.086	0.088	0.088	0.103	0.087	0.096	0.088	0.104	0.088	0.088	0.093	0.082	0.086	0.089	0.087	0.090	0.095	0.103	0.087	0.089	0.105	0.088	0.103	0.154	-0.018	0.091	2016_7_19_17_01_15
FLQS30JCGRWV____	-0.008	-0.005	-0.004	-0.004	-0.084	0.032	-0.006	-0.006	-0.045	-0.045	-0.006	-0.004	-0.047	-0.009	-0.013	-0.004	-0.043	-0.049	-0.004	-0.008	-0.006	-0.007	-0.088	-0.009	-0.011	0.032	-0.011	0.031	-0.007	-0.084	-0.004	-0.011	-0.001	-0.003	-0.001	-0.001	-0.000	0.042	0.000	0.000	-0.001	-0.002	-0.002	-0.001	-0.001	-0.001	-0.002	-0.001	-0.002	0.000	-0.001	0.040	-0.004	-0.003	-0.001	-0.002	-0.002	0.042	-0.003	-0.000	-0.002	-0.000	-0.002	-0.003	0.029	0.030	0.031	0.031	-0.000	0.040	0.030	0.030	0.015	0.016	0.030	0.031	0.014	0.029	0.028	0.031	0.015	0.013	0.031	0.025	0.030	0.030	-0.001	0.030	0.029	0.040	0.029	0.044	0.029	-0.000	0.030	0.029	-0.017	0.002	0.026	2016_7_19_17_01_15
FLQS30J0GRWV____	-0.076	-0.164	-0.024	-0.024	-0.023	-0.209	-0.083	-0.083	-0.033	-0.122	-0.025	-0.024	-0.030	-0.125	-0.118	-0.024	-0.121	-0.059	-0.024	-0.110	-0.058	-0.120	-0.118	-0.123	-0.124	-0.209	-0.027	-0.123	-0.126	-0.023	-0.072	-0.027	0.003	0.043	0.002	0.002	0.000	-0.072	0.044	0.044	0.044	0.046	0.000	0.002	0.000	0.045	-0.038	0.002	0.045	0.070	0.002	-0.035	-0.035	0.003	0.044	0.001	0.044	-0.072	0.001	0.044	0.002	0.000	0.043	0.001	-0.027	-0.065	-0.008	-0.008	-0.007	-0.069	-0.034	-0.034	-0.015	-0.049	-0.007	-0.008	-0.009	-0.050	-0.038	-0.008	-0.048	-0.027	-0.008	-0.036	-0.016	-0.044	-0.047	-0.045	-0.050	-0.069	-0.008	-0.050	-0.046	-0.007	-0.029	-0.008	-0.083	0.010	-0.030	2016_7_19_17_01_16
FLQS30HZGRWY____	0.099	0.065	0.090	0.090	0.071	0.059	0.055	0.055	0.061	0.022	0.059	0.090	0.063	0.026	0.093	0.090	0.064	-0.009	0.090	0.058	0.058	0.022	0.062	0.054	0.065	0.059	0.058	0.059	0.067	0.071	0.098	0.058	-0.007	-0.007	-0.006	-0.006	-0.005	-0.054	-0.008	-0.008	-0.053	-0.004	-0.007	-0.006	-0.052	-0.050	-0.011	-0.006	-0.007	-0.053	-0.006	-0.006	-0.006	-0.004	-0.008	-0.008	-0.052	-0.054	-0.009	-0.008	-0.052	-0.005	-0.007	-0.009	0.024	0.011	0.021	0.021	0.014	0.014	0.008	0.008	0.014	-0.005	0.010	0.021	0.015	0.001	0.023	0.021	0.011	-0.012	0.021	0.008	0.008	-0.006	0.010	0.007	0.016	0.014	0.010	0.009	0.016	0.014	0.024	0.010	0.063	-0.018	0.012	2016_7_19_17_01_16
FLQS30H6GRWV____	0.050	0.051	0.101	0.101	0.056	0.054	0.054	0.054	0.011	0.090	0.094	0.101	0.054	0.054	0.014	0.101	0.104	0.054	0.101	0.097	0.104	0.051	0.053	0.098	0.055	0.054	0.052	0.053	0.050	0.056	0.052	0.052	0.002	0.050	0.005	0.005	0.007	0.005	0.004	0.004	0.005	0.052	0.046	0.005	0.005	0.006	0.003	0.005	0.005	0.003	0.005	0.006	0.006	0.004	0.003	0.005	0.006	0.005	0.005	0.003	0.052	0.007	0.050	0.005	0.012	0.008	0.032	0.032	0.014	0.013	0.014	0.014	-0.003	0.023	0.025	0.032	0.014	0.014	-0.002	0.032	0.033	0.014	0.032	0.030	0.032	0.012	0.013	0.030	0.014	0.013	0.013	0.013	0.007	0.014	0.008	0.013	0.067	0.012	0.018	2016_7_19_17_01_16
FLQS30GQGRWV____	0.271	0.306	0.310	0.310	0.259	0.269	0.268	0.268	0.270	0.267	0.352	0.310	0.305	0.267	0.269	0.310	0.318	0.268	0.310	0.265	0.264	0.271	0.307	0.282	0.263	0.269	0.319	0.308	0.325	0.259	0.225	0.319	-0.009	-0.011	-0.011	-0.011	-0.011	-0.011	-0.012	-0.012	-0.012	-0.010	-0.013	-0.011	-0.013	-0.013	-0.011	-0.011	-0.062	-0.013	-0.011	-0.011	-0.013	-0.010	-0.013	-0.010	-0.012	-0.011	-0.009	-0.010	-0.010	-0.011	-0.010	-0.009	-0.497	-0.483	-0.481	-0.481	-0.501	-0.497	-0.498	-0.498	-0.497	-0.497	-0.464	-0.481	-0.483	-0.497	-0.497	-0.481	-0.472	-0.497	-0.481	-0.498	-0.498	-0.496	-0.482	-0.492	-0.499	-0.497	-0.478	-0.482	-0.475	-0.501	-0.514	-0.478	0.287	-0.013	-0.490	2016_7_19_17_01_16
FLQS30GCGRWY____	-0.081	0.004	0.003	0.003	0.008	0.042	0.047	0.047	0.042	-0.036	0.003	0.003	0.004	0.006	-0.082	0.003	0.039	0.004	0.003	0.002	0.041	0.005	0.002	0.003	-0.030	0.042	0.002	0.003	0.002	0.008	0.042	0.002	0.003	-0.001	-0.001	-0.001	0.001	0.001	0.002	0.002	0.002	0.003	0.000	-0.001	0.001	0.002	0.002	-0.001	-0.003	0.002	-0.001	0.001	-0.001	0.001	0.001	0.000	0.004	0.001	0.000	0.002	-0.000	0.001	0.043	0.000	-0.046	-0.013	-0.014	-0.014	-0.012	0.001	0.003	0.003	0.001	-0.029	-0.014	-0.014	-0.014	-0.013	-0.047	-0.014	-0.000	-0.014	-0.014	-0.015	0.000	-0.014	-0.015	-0.014	-0.027	0.001	-0.015	-0.014	-0.014	-0.012	-0.003	-0.015	0.006	0.002	-0.013	2016_7_19_17_01_16
FLQS30G5GRWY____	0.134	0.142	0.173	0.173	0.140	0.132	0.131	0.131	0.134	0.129	0.173	0.173	0.137	0.169	0.141	0.173	0.180	0.136	0.173	0.163	0.170	0.170	0.172	0.144	0.136	0.132	0.130	0.128	0.136	0.140	0.134	0.130	-0.013	-0.052	-0.012	-0.012	-0.011	-0.012	-0.011	-0.011	-0.010	-0.010	-0.009	-0.012	-0.054	-0.010	-0.053	-0.012	-0.053	-0.011	-0.012	0.032	-0.013	-0.013	-0.013	-0.055	-0.011	-0.012	-0.009	-0.010	-0.011	-0.011	-0.011	-0.009	0.058	0.064	0.072	0.072	0.059	0.056	0.056	0.056	0.057	0.055	0.072	0.072	0.063	0.070	0.064	0.072	0.079	0.057	0.072	0.064	0.071	0.071	0.072	0.066	0.058	0.056	0.055	0.054	0.058	0.059	0.057	0.055	0.149	-0.016	0.063	2016_7_19_17_01_16
FLQS30E9GRWY____	-0.109	-0.068	-0.120	-0.120	-0.105	-0.111	-0.069	-0.069	-0.109	-0.079	-0.075	-0.120	-0.111	-0.068	-0.073	-0.120	-0.023	-0.068	-0.120	-0.106	-0.066	-0.034	-0.110	-0.116	-0.070	-0.111	-0.075	-0.065	-0.069	-0.105	-0.071	-0.075	-0.039	0.002	0.006	0.006	-0.037	-0.039	-0.039	-0.039	-0.040	0.002	0.001	0.006	-0.038	-0.040	0.004	0.006	-0.040	-0.038	0.006	-0.039	-0.039	0.001	-0.038	0.006	0.001	-0.039	0.005	-0.039	-0.044	-0.037	0.004	0.005	0.504	0.516	0.496	0.496	0.505	0.504	0.520	0.520	0.505	0.512	0.513	0.496	0.504	0.520	0.514	0.496	0.538	0.520	0.496	0.506	0.521	0.530	0.503	0.497	0.515	0.504	0.513	0.522	0.520	0.505	0.515	0.513	-0.088	-0.019	0.511	2016_7_19_17_01_16
FLQS30DZGRWV	-0.122	-0.080	-0.082	-0.082	-0.160	-0.125	-0.082	-0.082	-0.126	-0.119	0.010	-0.082	-0.086	-0.127	-0.165	-0.082	-0.169	-0.209	-0.082	-0.122	-0.122	-0.084	-0.087	-0.127	-0.167	-0.125	-0.127	0.006	-0.089	-0.160	-0.086	-0.127	0.005	0.007	0.005	0.005	0.011	0.005	0.007	0.007	0.008	0.004	0.054	0.005	0.009	0.008	0.009	0.005	0.009	0.006	0.005	0.006	0.005	0.093	0.007	0.008	0.006	0.005	0.055	0.052	0.008	0.011	0.008	0.055	-0.060	-0.045	-0.045	-0.045	-0.076	-0.062	-0.046	-0.046	-0.062	-0.060	-0.015	-0.045	-0.047	-0.063	-0.078	-0.045	-0.079	-0.094	-0.045	-0.061	-0.061	-0.055	-0.048	-0.063	-0.078	-0.062	-0.068	-0.016	-0.048	-0.076	-0.047	-0.068	-0.108	0.015	-0.057	2016_7_19_17_01_16
FLQS30D5GRWQ____	-0.063	-0.071	-0.073	-0.073	-0.095	-0.021	-0.007	-0.007	-0.075	-0.021	-0.076	-0.073	-0.069	-0.041	-0.064	-0.073	-0.065	-0.023	-0.073	-0.026	-0.073	-0.035	-0.036	-0.001	-0.039	-0.021	-0.062	-0.070	-0.078	-0.095	-0.077	-0.062	-0.040	-0.041	0.002	0.002	-0.065	-0.042	0.076	0.076	0.001	-0.045	0.002	0.002	-0.043	-0.002	-0.041	0.002	-0.039	-0.046	0.002	-0.044	0.001	-0.000	-0.000	0.000	-0.002	-0.042	-0.041	0.002	0.078	-0.065	-0.000	-0.041	-0.134	-0.138	-0.142	-0.142	-0.145	-0.118	-0.125	-0.125	-0.143	-0.117	-0.143	-0.142	-0.136	-0.130	-0.135	-0.142	-0.135	-0.118	-0.142	-0.120	-0.142	-0.128	-0.128	-0.115	-0.129	-0.118	-0.134	-0.141	-0.152	-0.145	-0.143	-0.134	-0.054	-0.012	-0.134	2016_7_19_17_01_16
FLQS30CMGRWQ____	0.087	0.059	0.073	0.073	0.099	0.092	0.078	0.078	0.074	0.034	0.097	0.073	0.077	0.074	0.083	0.073	0.062	0.075	0.073	0.090	0.073	0.073	0.068	0.078	0.074	0.092	0.076	0.074	0.032	0.099	0.074	0.076	0.021	-0.127	0.013	0.013	0.023	0.026	-0.048	-0.048	-0.050	-0.050	0.023	0.013	-0.050	-0.048	0.021	0.013	-0.126	-0.050	0.013	0.024	0.013	0.013	-0.050	-0.048	-0.048	0.026	-0.050	-0.048	-0.051	0.023	-0.051	-0.050	-0.086	-0.082	-0.091	-0.091	-0.083	-0.085	-0.083	-0.083	-0.084	-0.100	-0.083	-0.091	-0.083	-0.085	-0.088	-0.091	-0.081	-0.084	-0.091	-0.086	-0.091	-0.091	-0.087	-0.082	-0.084	-0.085	-0.084	-0.084	-0.100	-0.083	-0.084	-0.084	0.075	-0.023	-0.086	2016_7_19_17_01_17
FLQS30BWGRWY____	0.019	0.021	0.004	0.004	0.065	-0.024	0.017	0.017	0.017	0.017	0.034	0.004	0.001	0.023	0.019	0.004	0.054	0.016	0.004	0.003	0.022	0.032	0.015	-0.068	0.024	-0.024	0.019	0.053	0.017	0.065	0.016	0.019	-0.045	-0.002	-0.056	-0.056	-0.044	-0.045	-0.002	-0.002	-0.047	-0.001	-0.013	-0.056	-0.055	-0.046	-0.045	-0.056	-0.003	-0.045	-0.056	-0.053	-0.043	-0.010	-0.048	-0.056	-0.045	-0.045	-0.046	-0.005	-0.002	-0.044	-0.001	-0.046	-0.036	-0.039	-0.040	-0.040	-0.018	-0.052	-0.041	-0.041	-0.037	-0.041	-0.033	-0.040	-0.042	-0.034	-0.036	-0.040	-0.027	-0.037	-0.040	-0.041	-0.034	-0.034	-0.037	-0.068	-0.033	-0.052	-0.035	-0.027	-0.041	-0.018	-0.041	-0.035	0.016	-0.035	-0.038	2016_7_19_17_01_17
FLQS30BJGRWV____	-0.108	-0.112	-0.071	-0.071	-0.061	-0.070	-0.028	-0.028	-0.027	-0.033	-0.022	-0.071	-0.075	-0.023	-0.030	-0.071	-0.073	-0.030	-0.071	-0.066	-0.059	-0.027	-0.072	-0.027	-0.026	-0.070	-0.029	-0.107	-0.073	-0.061	-0.076	-0.029	-0.034	-0.037	0.004	0.004	-0.036	0.002	0.000	0.000	0.001	0.003	-0.041	0.004	0.002	-0.035	0.001	0.004	0.002	0.001	0.004	-0.039	-0.037	-0.042	0.003	0.003	-0.040	0.002	-0.037	-0.037	0.003	-0.036	0.001	-0.037	-0.123	-0.125	-0.113	-0.113	-0.105	-0.112	-0.096	-0.096	-0.096	-0.098	-0.089	-0.113	-0.114	-0.091	-0.096	-0.113	-0.114	-0.097	-0.113	-0.106	-0.104	-0.091	-0.113	-0.096	-0.091	-0.112	-0.092	-0.122	-0.113	-0.105	-0.115	-0.092	-0.056	-0.014	-0.105	2016_7_19_17_01_17
FLQS30AEGRWV____	-0.052	-0.055	-0.030	-0.030	-0.054	0.013	-0.050	-0.050	-0.085	-0.047	-0.128	-0.030	-0.045	-0.048	-0.046	-0.030	-0.093	-0.047	-0.030	-0.051	-0.086	-0.047	-0.005	-0.051	-0.047	0.013	-0.048	-0.091	-0.050	-0.054	-0.047	-0.048	0.002	0.001	-0.046	-0.046	-0.000	-0.087	0.003	0.003	0.006	0.003	-0.038	-0.046	0.003	0.003	-0.040	-0.046	0.003	0.003	-0.046	0.001	-0.039	-0.040	0.003	0.003	0.003	-0.087	-0.038	0.003	0.003	-0.000	0.002	-0.038	0.532	0.531	0.546	0.546	0.532	0.566	0.533	0.533	0.519	0.534	0.507	0.546	0.536	0.534	0.539	0.546	0.517	0.534	0.546	0.533	0.524	0.538	0.550	0.532	0.535	0.566	0.538	0.517	0.533	0.532	0.534	0.538	-0.048	-0.018	0.536	2016_7_19_17_01_17
