SN	Distance_X_LOGO_MainBoard_Sim1	Distance_X_LOGO_MainBoard_Sim2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_Sim1	Distance_Y_LOGO_MainBoard_Sim2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_Sim1	Angle_MainBoard_Sim2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30PHGRWY____	-0.045	-0.046	-0.012	-0.045	-0.045	-0.044	-0.01	-0.009	-0.045	-0.044	-0.045	-0.008	-0.009	-0.045	-0.044	-0.044	-0.044	-0.044	-0.045	-0.044	-0.044	-0.012	-0.042	-0.046	-0.01	-0.011	-0.011	-0.046	-0.044	-0.012	-0.045	-0.045	0.001	-0.001	-0.002	0.001	-0.001	0	0	0.037	0.001	0	-0.001	0	-0.001	-0.002	0	-0.002	-0.002	0	-0.002	-0.001	0	-0.001	0	0	0.002	0.001	-0.003	-0.001	-0.001	0	-0.001	0.001	-0.032	-0.032	-0.014	-0.031	-0.031	-0.031	-0.014	-0.032	-0.031	-0.031	-0.031	-0.013	-0.013	-0.031	-0.031	-0.03	-0.03	-0.031	-0.031	-0.03	-0.031	-0.015	-0.03	-0.031	-0.014	-0.015	-0.013	-0.031	-0.03	-0.015	-0.031	-0.032	-0.034	0.001	-0.026	2016_7_13_17_58_53
FLQS30Q9GRWY____	-0.113	-0.076	-0.078	-0.079	-0.077	-0.114	-0.116	-0.078	-0.077	-0.113	-0.077	-0.079	-0.076	-0.079	-0.113	-0.078	-0.08	-0.079	-0.116	-0.078	-0.077	-0.114	-0.115	-0.078	-0.109	-0.114	-0.114	-0.115	-0.078	-0.114	-0.115	-0.113	0.061	0.058	0.058	0.058	0.057	0.058	0.058	0.058	0.059	0.06	0.057	0.059	0.06	0.059	0.059	0.061	0.057	0.059	0.024	0.06	0.059	0.06	0.025	0.058	0.059	0.06	0.061	0.059	0.059	0.06	0.059	0.061	-0.086	-0.067	-0.067	-0.068	-0.066	-0.086	-0.087	-0.067	-0.067	-0.085	-0.066	-0.068	-0.068	-0.068	-0.086	-0.069	-0.068	-0.068	-0.069	-0.069	-0.067	-0.086	-0.069	-0.068	-0.083	-0.086	-0.086	-0.086	-0.068	-0.087	-0.086	-0.086	-0.095	0.057	-0.075	2016_7_13_17_58_58
FLQS30QXGRWV____	-0.038	-0.002	-0.038	-0.038	-0.002	-0.003	-0.006	-0.002	-0.04	-0.003	-0.002	0.031	-0.003	0.031	0.029	-0.003	-0.004	-0.041	0.032	-0.037	-0.004	-0.003	-0.038	-0.004	-0.003	0.031	-0.035	-0.003	-0.037	-0.003	0.032	-0.038	0.084	0.011	0.011	0.01	0.046	0.011	0.01	0.011	0.011	0.083	0.046	0.084	0.01	0.01	0.009	0.01	0.046	0.011	0.044	0.009	0.009	0.01	0.046	0.046	0.009	0.009	-0.033	0.01	0.013	0.01	0.012	0.084	-0.096	-0.041	-0.059	-0.059	-0.059	-0.042	-0.042	-0.042	-0.06	-0.078	-0.059	-0.061	-0.041	-0.024	-0.024	-0.041	-0.06	-0.06	-0.041	-0.058	-0.041	-0.042	-0.077	-0.059	-0.041	-0.024	-0.036	-0.042	-0.059	-0.042	-0.025	-0.096	-0.008	0.025	-0.051	2016_7_13_17_59_03
FLQS30T7GRWV____	0.024	0.022	0.024	0.023	0.021	0.055	0.022	0.054	0.057	0.023	0.021	0.056	0.024	0.023	0.023	0.023	0.021	0.057	0.022	0.022	0.056	0.054	0.054	0.055	0.022	0.024	0.024	0.054	0.024	0.053	0.055	0.024	0.06	0.028	0.059	0.029	0.027	0.061	0.061	0.059	0.057	0.06	0.027	0.059	0.025	0.028	0.025	0.026	0.06	0.026	0.027	0.025	0.057	0.029	0.057	0.06	0.026	0.059	0.059	0.061	0.06	0.059	0.062	0.06	-0.018	-0.004	-0.018	-0.003	-0.002	-0.003	-0.02	-0.003	0	-0.019	-0.002	-0.002	0	-0.002	-0.001	-0.001	-0.02	0.016	-0.003	-0.001	0	0.012	-0.002	-0.002	-0.002	-0.018	-0.017	-0.003	-0.018	-0.002	-0.003	-0.018	0.035	0.046	-0.006	2016_7_13_17_59_08
FLQS30TYGRWV____	0.016	0.054	0.053	0.054	0.055	0.015	-0.02	0.055	0.018	0.054	0.055	0.02	0.018	0.054	0.016	0.054	0.055	0.055	0.014	0.053	0.017	0.017	0.017	0.015	0.055	0.016	0.054	0.014	0.053	0.017	0.014	0.016	-0.054	-0.021	-0.021	-0.02	-0.02	-0.022	-0.054	-0.02	-0.019	-0.021	-0.02	-0.02	-0.021	-0.022	-0.02	-0.023	-0.021	-0.021	-0.021	-0.021	-0.019	-0.055	-0.021	-0.02	-0.023	-0.053	-0.017	-0.053	-0.023	-0.018	-0.022	-0.054	-0.639	-0.637	-0.637	-0.638	-0.637	-0.656	-0.657	-0.637	-0.655	-0.636	-0.637	-0.654	-0.654	-0.636	-0.656	-0.637	-0.637	-0.636	-0.657	-0.637	-0.657	-0.639	-0.655	-0.657	-0.635	-0.639	-0.639	-0.641	-0.636	-0.656	-0.656	-0.639	0.033	-0.027	-0.644	2016_7_13_17_59_13
FLNS2037GRWV____	0.01	0.08	0.006	-0.025	0.009	0.009	0.008	0.08	0.045	0.008	0.009	0.047	0.006	0.007	0.008	0.006	0.007	0.01	0.008	0.007	0.047	0.009	0.009	0.04	0.04	0.011	0.007	0.008	0.007	0.008	0.01	0.01	-0.054	-0.016	-0.052	-0.018	-0.052	-0.053	-0.054	-0.015	-0.05	-0.054	-0.052	-0.051	-0.018	-0.019	-0.051	-0.017	-0.052	-0.052	-0.018	-0.018	-0.05	-0.054	-0.053	-0.052	-0.017	-0.053	-0.053	-0.05	-0.052	-0.053	-0.019	-0.054	0.706	0.722	0.702	0.671	0.705	0.705	0.704	0.721	0.721	0.705	0.705	0.722	0.687	0.686	0.704	0.686	0.704	0.705	0.687	0.687	0.722	0.705	0.704	0.72	0.702	0.705	0.703	0.703	0.704	0.704	0.688	0.706	0.017	-0.041	0.703	2016_7_13_17_32_12
FLQS2DERGRX5____	0.117	0.079	0.116	0.08	0.08	0.081	0.119	0.08	0.078	0.117	0.08	0.079	0.116	0.082	0.116	0.117	0.118	0.078	0.08	0.115	0.078	0.082	0.117	0.119	0.077	0.117	0.116	0.081	0.117	0.082	0.081	0.117	-0.147	-0.148	-0.146	-0.147	-0.148	-0.146	-0.144	-0.147	-0.147	-0.146	-0.148	-0.147	-0.147	-0.147	-0.145	-0.147	-0.18	-0.147	-0.148	-0.149	-0.147	-0.146	-0.147	-0.147	-0.147	-0.146	-0.147	-0.147	-0.146	-0.146	-0.146	-0.147	0.805	0.786	0.804	0.787	0.787	0.786	0.804	0.787	0.786	0.804	0.787	0.786	0.804	0.787	0.804	0.805	0.821	0.785	0.787	0.805	0.785	0.787	0.805	0.806	0.786	0.804	0.804	0.787	0.804	0.787	0.787	0.805	0.097	-0.148	0.795	2016_7_13_17_32_17
FLQS2EQUGRX5____	0.001	0.005	0.04	0.001	0.004	0.003	0.036	0.037	0.036	0.002	0.004	0.035	0.041	0.004	0.039	0.004	0.036	0	0.001	0.004	0.036	0.043	0	0.038	0.006	0	0.003	0.005	0.043	0.04	0	0.001	-0.022	-0.056	-0.06	-0.055	-0.058	-0.058	-0.056	-0.055	-0.056	-0.057	-0.058	-0.058	-0.058	-0.058	-0.058	-0.059	-0.057	-0.057	-0.057	-0.058	-0.057	-0.056	-0.056	-0.06	-0.056	-0.023	-0.059	-0.056	-0.056	-0.058	-0.055	-0.022	0.669	0.688	0.707	0.685	0.688	0.687	0.704	0.702	0.703	0.686	0.688	0.703	0.707	0.687	0.705	0.688	0.703	0.686	0.686	0.688	0.704	0.707	0.685	0.705	0.688	0.669	0.688	0.687	0.707	0.706	0.685	0.669	0.017	-0.054	0.693	2016_7_13_17_32_22
FLQS30J0GRWV____	0.08	0.117	0.082	0.082	0.084	0.08	0.081	0.081	0.114	0.081	0.084	0.078	0.08	0.082	0.081	0.081	0.117	0.078	0.048	0.081	0.078	0.081	0.081	0.08	0.081	0.08	0.081	0.081	0.081	0.081	0.081	0.08	-0.053	-0.019	-0.054	-0.02	-0.055	-0.019	-0.055	-0.02	-0.018	-0.054	-0.055	-0.053	-0.021	-0.054	-0.054	-0.021	-0.017	-0.017	-0.054	-0.021	-0.052	-0.054	-0.053	-0.055	-0.022	-0.054	-0.056	-0.053	-0.053	-0.056	-0.02	-0.053	0.066	0.067	0.067	0.051	0.068	0.05	0.067	0.05	0.065	0.067	0.068	0.066	0.05	0.068	0.066	0.05	0.066	0.047	0.051	0.051	0.065	0.067	0.066	0.067	0.051	0.066	0.068	0.067	0.066	0.067	0.05	0.066	0.083	-0.041	0.061	2016_7_13_17_32_28
FLQS30JCGRWV____	-0.002	-0.002	-0.004	-0.002	-0.005	-0.003	-0.003	-0.003	-0.001	-0.005	-0.005	-0.004	-0.003	-0.002	-0.035	-0.002	-0.004	-0.003	-0.005	-0.003	-0.003	-0.033	-0.003	-0.002	-0.002	-0.004	-0.002	-0.003	-0.004	-0.004	-0.002	-0.002	-0.105	-0.031	-0.102	-0.034	-0.104	-0.033	-0.069	-0.033	-0.033	-0.106	-0.104	-0.106	-0.033	-0.034	-0.104	-0.031	-0.105	-0.104	-0.069	-0.067	-0.07	-0.031	-0.105	-0.104	-0.033	-0.106	-0.102	-0.032	-0.103	-0.107	-0.032	-0.105	0.051	0.015	0.049	0.016	0.049	0.016	0.032	0.015	0.016	0.051	0.049	0.051	0.015	0.016	0.035	0.015	0.05	0.051	0.031	0.033	0.034	-0.001	0.05	0.05	0.015	0.051	0.049	0.014	0.049	0.052	0.015	0.051	-0.005	-0.073	0.034	2016_7_13_17_32_33
FLQS30KNGRWV____	-0.061	-0.062	-0.062	-0.064	-0.062	-0.064	-0.03	-0.064	-0.062	-0.062	-0.062	-0.028	-0.063	-0.062	-0.062	-0.063	-0.062	-0.027	-0.065	-0.062	-0.031	-0.061	-0.062	-0.028	-0.062	-0.029	-0.062	-0.094	-0.028	-0.061	-0.095	-0.061	-0.015	-0.013	-0.014	-0.013	-0.013	-0.014	-0.015	-0.013	-0.014	-0.015	-0.013	-0.013	-0.015	-0.015	-0.013	-0.016	-0.013	-0.013	-0.014	-0.016	-0.016	-0.015	-0.015	-0.015	-0.015	-0.016	-0.018	-0.014	-0.015	-0.017	-0.015	-0.015	0.651	0.649	0.65	0.649	0.65	0.65	0.667	0.649	0.65	0.651	0.65	0.666	0.65	0.651	0.65	0.651	0.65	0.667	0.649	0.651	0.666	0.651	0.65	0.667	0.65	0.668	0.652	0.635	0.667	0.652	0.635	0.651	-0.057	-0.015	0.653	2016_7_13_17_32_38
FLQS30LFGRWY____	0.109	0.107	0.111	0.078	0.076	0.077	0.077	0.077	0.081	0.111	0.076	0.079	0.11	0.109	0.111	0.109	0.077	0.08	0.111	0.109	0.079	0.111	0.111	0.077	0.142	0.112	0.109	0.078	0.109	0.079	0.112	0.109	-0.005	-0.006	-0.004	-0.008	-0.006	-0.007	-0.003	-0.008	-0.006	-0.006	-0.006	-0.005	0.035	-0.007	-0.006	-0.006	-0.007	-0.006	-0.005	-0.006	-0.006	-0.006	-0.006	-0.002	-0.005	-0.005	-0.005	-0.005	-0.005	0.03	-0.006	-0.005	-0.521	-0.521	-0.52	-0.535	-0.537	-0.536	-0.538	-0.536	-0.534	-0.52	-0.537	-0.536	-0.541	-0.52	-0.52	-0.521	-0.536	-0.536	-0.52	-0.521	-0.536	-0.519	-0.519	-0.538	-0.504	-0.52	-0.521	-0.537	-0.521	-0.553	-0.519	-0.521	0.097	-0.003	-0.528	2016_7_13_17_32_43
FLQS30Q2GRWV____	0.018	0.052	0.051	0.054	0.054	0.054	0.054	0.053	0.051	0.051	0.054	0.053	0.02	0.051	0.019	0.018	0.054	0.051	0.02	0.054	0.052	0.017	0.053	0.052	0.053	0.018	0.053	0.053	0.051	0.051	0.02	0.018	-0.031	-0.068	-0.066	-0.068	-0.034	-0.068	-0.068	-0.068	-0.067	-0.032	-0.034	-0.031	-0.067	-0.067	-0.066	-0.1	-0.067	-0.033	-0.035	-0.065	-0.065	-0.065	-0.033	-0.1	-0.066	-0.065	-0.067	-0.066	-0.066	-0.066	-0.067	-0.031	-0.65	-0.615	-0.616	-0.613	-0.63	-0.614	-0.614	-0.614	-0.615	-0.633	-0.63	-0.633	-0.631	-0.617	-0.632	-0.615	-0.614	-0.633	-0.647	-0.615	-0.616	-0.633	-0.632	-0.599	-0.615	-0.633	-0.615	-0.615	-0.616	-0.616	-0.631	-0.65	0.043	-0.059	-0.624	2016_7_13_17_32_49
FLQS30Q3GRWV____	0.073	0.072	0.073	0.069	0.071	0.07	0.071	0.068	0.074	0.073	0.071	0.074	0.074	0.074	0.075	0.075	0.071	0.074	0.071	0.073	0.075	0.075	0.074	0.071	0.04	0.073	0.075	0.073	0.072	0.073	0.071	0.073	0.001	0	-0.003	-0.036	0	-0.038	0.037	-0.038	0.038	0	0	0	-0.038	0.037	0.036	0.036	0.035	0.001	0.037	-0.001	0.035	0.001	0.001	0.001	-0.005	-0.034	-0.002	0.036	0.036	0.001	-0.038	0.001	0.71	0.71	0.711	0.726	0.709	0.727	0.691	0.727	0.692	0.71	0.709	0.711	0.73	0.692	0.693	0.694	0.692	0.711	0.691	0.71	0.693	0.71	0.71	0.709	0.696	0.727	0.712	0.692	0.692	0.71	0.728	0.71	0.072	0.004	0.707	2016_7_13_17_32_54
FLQS30Q9GRWV____	-0.074	-0.108	-0.076	-0.075	-0.108	-0.074	-0.073	-0.109	-0.11	-0.076	-0.108	-0.11	-0.075	-0.077	-0.075	-0.11	-0.108	-0.11	-0.11	-0.109	-0.11	-0.076	-0.076	-0.108	-0.108	-0.142	-0.076	-0.073	-0.076	-0.109	-0.074	-0.074	-0.03	0.008	0.007	0.009	0.009	0.008	0.008	0.009	0.009	0.007	0.009	0.008	0.007	0.008	0.008	0.01	0.007	0.009	0.009	0.009	0.01	0.009	0.009	0.009	0.008	0.007	0.009	0.008	0.007	0.009	0.008	-0.03	0.566	0.53	0.547	0.546	0.529	0.547	0.547	0.53	0.529	0.546	0.529	0.529	0.547	0.546	0.546	0.528	0.53	0.529	0.529	0.529	0.528	0.545	0.546	0.529	0.53	0.514	0.546	0.547	0.547	0.53	0.548	0.566	-0.093	0.006	0.539	2016_7_13_17_33_00
FLQS30QMGRWV____	-0.005	-0.038	-0.007	-0.039	-0.04	-0.039	-0.007	0.025	-0.007	0.026	-0.04	-0.041	-0.007	-0.008	-0.005	-0.008	-0.009	-0.007	0.025	-0.009	-0.006	-0.007	-0.006	-0.009	-0.009	-0.006	-0.007	-0.039	0.024	-0.008	-0.039	-0.005	-0.023	-0.024	-0.022	-0.057	-0.058	-0.024	-0.023	-0.025	-0.022	-0.022	-0.058	-0.022	-0.023	-0.025	-0.021	-0.024	-0.023	-0.023	-0.022	-0.024	-0.022	-0.024	-0.022	-0.058	-0.024	-0.055	-0.023	-0.023	-0.021	-0.024	-0.024	-0.023	0.009	-0.007	0.007	0.008	0.009	-0.008	0.008	0.024	0.007	0.024	0.009	-0.009	0.008	0.008	0.008	0.008	0.007	0.008	0.024	0.007	0.008	0.008	0.008	0.025	0.008	0.024	0.008	-0.008	0.022	0.008	-0.008	0.009	-0.011	-0.028	0.008	2016_7_13_17_33_05
FLQS30QPGRWV____	0.023	0.057	0.054	0.056	0.057	0.055	0.055	0.056	0.057	0.054	0.057	0.055	0.054	0.024	0.053	0.054	0.057	0.056	0.056	0.054	0.057	0.053	0.022	0.024	0.057	0.024	0.053	0.056	0.054	0.025	0.055	0.023	-0.016	-0.015	-0.015	-0.018	-0.014	-0.016	-0.015	-0.016	-0.015	-0.014	-0.014	-0.012	-0.015	-0.015	-0.015	-0.015	-0.014	-0.013	-0.016	-0.014	-0.013	-0.016	-0.015	-0.016	-0.015	-0.014	-0.015	-0.017	-0.014	-0.014	-0.016	-0.016	0.019	0.036	0.034	0.036	0.035	0.035	0.035	0.036	0.036	0.033	0.035	0.033	0.035	0.019	0.034	0.034	0.035	0.034	0.036	0.034	0.035	0.034	0.019	0.02	0.036	0.019	0.034	0.036	0.034	0.019	0.035	0.019	0.048	-0.015	0.031	2016_7_13_17_33_10
FLQS30R2GRWV____	0.114	0.08	0.115	0.079	0.079	0.079	0.078	0.079	0.082	0.113	0.079	0.113	0.079	0.114	0.113	0.114	0.078	0.078	0.08	0.113	0.079	0.113	0.113	0.078	0.08	0.113	0.113	0.113	0.114	0.112	0.113	0.114	-0.047	-0.016	-0.016	-0.018	-0.016	-0.018	-0.018	-0.017	-0.047	-0.016	-0.016	-0.016	-0.016	-0.015	-0.017	-0.015	-0.016	-0.016	-0.017	-0.016	-0.046	-0.048	-0.016	-0.017	-0.015	-0.047	-0.016	-0.015	-0.015	-0.048	-0.016	-0.047	0.079	0.048	0.064	0.048	0.048	0.048	0.048	0.048	0.064	0.064	0.048	0.064	0.047	0.064	0.065	0.064	0.047	0.046	0.049	0.064	0.062	0.079	0.064	0.047	0.048	0.079	0.063	0.063	0.064	0.08	0.064	0.079	0.097	-0.023	0.06	2016_7_13_17_33_15
FLQS30RRGRWV____	0.014	0.008	0.012	0.008	0.011	0.01	0.011	0.01	0.043	0.011	0.011	0.046	0.013	0.012	0.012	0.011	0.042	0.045	0.01	0.012	0.01	0.013	0.012	0.012	0.011	0.013	0.012	0.009	0.012	0.05	0.01	0.014	-0.037	0.039	0	-0.035	-0.001	-0.001	0.001	-0.035	-0.002	-0.037	-0.001	0	0	0.034	0	0.034	-0.036	0	0	-0.002	-0.002	-0.002	0.001	0	0	0.002	0.034	0.038	-0.035	0.056	-0.001	-0.037	-0.649	-0.689	-0.669	-0.653	-0.668	-0.669	-0.669	-0.651	-0.651	-0.65	-0.668	-0.651	-0.668	-0.685	-0.669	-0.685	-0.635	-0.652	-0.669	-0.667	-0.669	-0.666	-0.668	-0.668	-0.669	-0.668	-0.685	-0.689	-0.65	-0.677	-0.669	-0.649	0.017	-0.001	-0.665	2016_7_13_17_33_20
FLQS30S7GRWV____	-0.058	-0.019	-0.024	-0.022	-0.02	-0.056	-0.056	-0.054	-0.058	-0.057	-0.02	-0.057	-0.057	-0.057	-0.057	-0.055	-0.055	-0.057	-0.021	-0.056	-0.058	-0.055	-0.058	-0.055	-0.054	-0.057	-0.057	-0.054	-0.058	-0.055	-0.022	-0.058	0.077	0.076	0.076	0.076	0.111	0.076	0.076	0.11	0.109	0.076	0.111	0.075	0.075	0.111	0.109	0.111	0.074	0.076	0.109	0.077	0.076	0.109	0.077	0.075	0.075	0.075	0.109	0.076	0.076	0.077	0.077	0.077	-0.74	-0.721	-0.724	-0.722	-0.738	-0.739	-0.739	-0.755	-0.757	-0.741	-0.738	-0.739	-0.739	-0.757	-0.756	-0.756	-0.738	-0.74	-0.738	-0.739	-0.74	-0.755	-0.741	-0.738	-0.738	-0.74	-0.756	-0.738	-0.741	-0.74	-0.723	-0.74	-0.049	0.087	-0.741	2016_7_13_17_33_27
FLQS30UFGRWV____	-0.005	-0.005	0.03	-0.005	-0.005	-0.04	-0.004	-0.04	-0.003	0.028	-0.005	-0.004	-0.006	-0.036	-0.004	-0.004	-0.004	0.033	-0.005	-0.003	0.034	-0.006	0.028	-0.003	-0.004	-0.005	-0.038	-0.041	-0.004	-0.04	-0.006	-0.005	0.005	-0.027	0.005	0.042	0.008	0.043	0.042	0.042	-0.028	0.005	0.008	-0.032	0.042	-0.023	-0.029	-0.029	0.009	0.042	0.042	-0.025	-0.032	0.006	0.041	0.008	-0.026	0.006	0.009	0.009	0.007	-0.05	0.045	0.005	-0.679	-0.664	-0.661	-0.697	-0.681	-0.715	-0.697	-0.714	-0.661	-0.662	-0.681	-0.66	-0.697	-0.681	-0.661	-0.661	-0.68	-0.678	-0.697	-0.663	-0.642	-0.68	-0.68	-0.679	-0.663	-0.679	-0.698	-0.699	-0.68	-0.67	-0.699	-0.679	-0.006	0.005	-0.679	2016_7_13_17_33_32
FLQS30WFGRWV____	-0.04	-0.039	-0.041	-0.004	-0.004	-0.006	-0.005	-0.005	-0.007	-0.039	-0.004	-0.004	-0.004	-0.039	-0.004	-0.007	-0.007	-0.004	-0.003	-0.007	-0.005	-0.007	-0.039	-0.043	0.03	-0.007	0.029	-0.005	-0.038	-0.007	-0.006	-0.04	0.008	0.009	0.009	0.007	0.005	0.006	0.006	0.006	0.005	0.007	0.005	0.006	0.006	0.009	0.006	0.007	0.042	0.039	0.04	0.007	0.004	0.007	0.04	0.004	0.042	0.006	0.041	0.007	0.009	0.006	0.007	0.008	-0.024	-0.023	-0.024	-0.005	-0.004	-0.006	-0.006	-0.005	-0.005	-0.023	-0.004	-0.005	-0.005	-0.024	-0.005	-0.006	-0.024	-0.022	-0.022	-0.007	-0.004	-0.007	-0.039	-0.023	-0.006	-0.006	-0.005	-0.006	-0.023	-0.007	-0.007	-0.024	-0.013	0.013	-0.013	2016_7_13_17_33_37
FLQS30X6GRWV____	-0.092	-0.164	-0.086	-0.091	-0.09	-0.091	-0.126	-0.091	-0.127	-0.128	-0.09	-0.129	-0.129	-0.161	-0.129	-0.162	-0.126	-0.127	-0.09	-0.129	-0.128	-0.086	-0.092	-0.125	-0.09	-0.093	-0.129	-0.09	-0.16	-0.092	-0.126	-0.092	0.118	0.119	0.122	0.119	0.119	0.119	0.121	0.118	0.084	0.121	0.119	0.12	0.122	0.083	0.122	0.12	0.119	0.12	0.118	0.119	0.119	0.08	0.159	0.12	0.12	0.118	0.122	0.083	0.08	0.116	0.119	0.118	-0.72	-0.756	-0.718	-0.72	-0.72	-0.719	-0.738	-0.719	-0.72	-0.739	-0.72	-0.739	-0.74	-0.736	-0.739	-0.756	-0.738	-0.739	-0.719	-0.739	-0.738	-0.698	-0.74	-0.738	-0.72	-0.72	-0.74	-0.701	-0.735	-0.719	-0.737	-0.72	-0.114	0.115	-0.729	2016_7_13_17_33_42
FLQS30YUGRWV____	0.068	0.07	0.102	0.034	0.068	0.068	0.069	0.035	0.069	0.101	0.068	0.068	0.067	0.101	0.103	0.068	0.067	0.068	0.035	0.068	0.067	0.068	0.103	0.069	0.148	0.102	0.069	0.07	0.069	0.067	0.069	0.068	-0.041	0.037	-0.002	-0.037	-0.039	-0.002	-0.001	-0.001	-0.004	-0.002	-0.039	-0.042	-0.001	0.033	-0.004	-0.002	-0.003	-0.042	-0.003	-0.003	-0.002	-0.001	-0.002	-0.04	0.049	-0.003	-0.001	0	-0.039	-0.04	-0.001	-0.041	-0.621	-0.658	-0.622	-0.639	-0.621	-0.639	-0.639	-0.656	-0.638	-0.623	-0.621	-0.619	-0.64	-0.64	-0.622	-0.639	-0.64	-0.619	-0.655	-0.639	-0.639	-0.64	-0.622	-0.619	-0.626	-0.622	-0.64	-0.64	-0.62	-0.62	-0.639	-0.621	0.074	-0.01	-0.632	2016_7_13_17_33_47
FLQS30ZQGRWV____	0.089	0.028	0.09	0.028	0.061	0.057	0.029	0.029	0.029	0.061	0.061	0.061	0.058	0.061	0.058	0.06	0.028	0.061	0.059	0.061	0.06	0.088	0.061	0.029	0.06	0.024	0.06	0.06	0.061	0.061	0.056	0.089	0.032	-0.005	-0.003	-0.041	-0.003	-0.042	0.034	-0.042	-0.002	0.034	-0.003	-0.003	-0.042	0.035	-0.003	0.034	0.037	0.035	0.033	0.032	0.031	-0.007	0.033	0.036	-0.006	-0.004	-0.005	0.035	0.036	-0.005	-0.041	0.032	-0.646	-0.658	-0.628	-0.64	-0.642	-0.625	-0.677	-0.639	-0.658	-0.66	-0.642	-0.642	-0.625	-0.661	-0.644	-0.66	-0.678	-0.66	-0.662	-0.66	-0.66	-0.627	-0.66	-0.677	-0.641	-0.66	-0.642	-0.662	-0.662	-0.642	-0.625	-0.646	0.056	0.008	-0.65	2016_7_13_17_33_52
FLQS31J6GRWY____	-0.057	-0.055	-0.06	-0.057	-0.057	-0.056	-0.057	-0.057	-0.09	-0.059	-0.057	-0.057	-0.058	-0.058	-0.059	-0.026	-0.057	-0.059	-0.057	-0.024	-0.057	-0.057	-0.058	-0.057	-0.056	-0.057	-0.058	-0.056	-0.058	-0.056	-0.055	-0.057	-0.006	-0.007	-0.007	-0.007	-0.009	-0.006	-0.008	-0.008	-0.008	-0.007	-0.009	-0.007	-0.007	-0.007	-0.008	-0.008	-0.008	-0.043	-0.007	-0.008	-0.009	-0.007	-0.007	-0.009	0.03	-0.006	-0.007	-0.006	-0.006	-0.007	-0.007	-0.006	-0.7	-0.698	-0.7	-0.699	-0.698	-0.699	-0.699	-0.698	-0.714	-0.7	-0.698	-0.698	-0.699	-0.7	-0.699	-0.683	-0.698	-0.681	-0.699	-0.682	-0.697	-0.699	-0.7	-0.698	-0.717	-0.699	-0.698	-0.699	-0.7	-0.699	-0.698	-0.7	-0.056	-0.007	-0.698	2016_7_13_17_33_58
FLQS301EGRWQ____	-0.042	-0.008	-0.044	-0.005	-0.008	-0.004	-0.006	-0.006	-0.008	-0.009	-0.008	-0.01	-0.044	-0.011	-0.007	-0.045	-0.006	-0.008	-0.005	-0.044	-0.01	-0.01	-0.008	-0.006	-0.075	-0.043	-0.043	-0.043	-0.046	-0.01	-0.041	-0.042	-0.033	-0.064	-0.063	-0.062	-0.062	-0.062	-0.063	-0.063	-0.064	-0.064	-0.062	-0.065	-0.062	-0.062	-0.062	-0.064	-0.029	-0.064	-0.062	-0.063	-0.032	-0.033	-0.064	-0.064	-0.064	-0.032	-0.029	-0.062	-0.065	-0.065	-0.032	-0.033	0.669	0.702	0.684	0.702	0.702	0.703	0.702	0.702	0.701	0.702	0.702	0.701	0.683	0.699	0.701	0.684	0.685	0.701	0.702	0.683	0.685	0.685	0.702	0.702	0.669	0.668	0.667	0.683	0.684	0.701	0.669	0.669	-0.022	-0.055	0.69	2016_7_13_17_34_03
