SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30PHGRWY____	-0.009	-0.008	0.03	-0.007	-0.011	-0.009	-0.008	-0.008	-0.009	-0.008	-0.011	-0.043	-0.008	-0.005	-0.045	-0.005	-0.043	-0.005	-0.045	-0.046	-0.005	-0.005	-0.045	-0.048	0.03	0.03	-0.046	0.03	-0.011	-0.046	-0.007	-0.005	-0.006	-0.002	0.002	0.001	-0.004	0	0.002	-0.001	0	-0.001	-0.004	0	0.002	0.002	-0.038	0.002	0	0.041	-0.038	0.001	0.002	0.04	-0.038	-0.041	0.002	0.002	0.001	0.002	-0.004	0.001	0.039	0.041	-0.011	-0.012	0.003	-0.013	-0.013	-0.013	-0.013	-0.012	-0.013	-0.012	-0.013	-0.028	-0.013	-0.012	-0.017	-0.012	-0.028	-0.023	-0.017	-0.028	-0.012	-0.022	-0.017	-0.017	0.003	0.003	-0.028	0.003	-0.013	-0.028	-0.023	-0.023	-0.013	0	-0.015	2016_7_13_18_14_49
FLQS30Q9GRWY____	-0.061	-0.017	-0.02	-0.059	-0.022	-0.021	-0.023	-0.057	-0.021	-0.057	-0.022	-0.021	-0.018	-0.022	-0.02	-0.022	-0.021	-0.023	-0.02	-0.023	-0.022	-0.021	-0.02	-0.058	-0.02	-0.02	-0.023	-0.02	-0.022	-0.023	-0.023	-0.023	0.015	0.044	0.039	0.009	0.038	0.039	0.042	0.042	0.039	0.042	0.038	0.04	0.077	0.045	0.043	0.045	0.04	0.042	0.043	0.012	0.045	0.043	0.043	0.01	0.039	0.039	0.012	0.039	0.038	0.012	0.012	0.042	-0.541	-0.532	-0.531	-0.539	-0.532	-0.532	-0.534	-0.548	-0.532	-0.548	-0.532	-0.532	-0.541	-0.534	-0.533	-0.534	-0.532	-0.534	-0.533	-0.525	-0.534	-0.533	-0.533	-0.539	-0.531	-0.531	-0.525	-0.531	-0.532	-0.525	-0.525	-0.534	-0.027	0.036	-0.533	2016_7_13_18_14_55
FLQS30QXGRWV____	-0.059	-0.057	-0.055	-0.057	-0.055	-0.054	-0.018	-0.054	-0.054	-0.054	-0.055	-0.055	-0.055	-0.055	-0.055	-0.055	-0.055	-0.016	-0.055	-0.055	-0.055	-0.019	-0.055	-0.056	-0.055	-0.055	-0.055	-0.055	-0.055	-0.055	-0.017	-0.016	0.042	-0.022	0.011	0.048	-0.023	0.011	0.009	-0.022	0.011	-0.022	-0.023	-0.023	0.01	-0.025	0.013	-0.025	-0.023	0.011	0.013	-0.025	-0.025	0.01	0.013	-0.025	0.011	0.011	-0.025	0.011	-0.023	-0.025	0.013	0.011	-0.071	-0.053	-0.061	-0.072	-0.051	-0.06	-0.045	-0.051	-0.06	-0.051	-0.051	-0.052	-0.061	-0.051	-0.062	-0.051	-0.052	-0.045	-0.062	-0.051	-0.051	-0.046	-0.062	-0.051	-0.061	-0.061	-0.051	-0.061	-0.051	-0.051	-0.046	-0.045	-0.049	-0.003	-0.055	2016_7_13_18_15_02
FLQS30T7GRWV____	-0.05	-0.051	-0.09	-0.052	-0.086	-0.051	-0.055	-0.051	-0.051	-0.051	-0.086	-0.051	-0.05	-0.092	-0.054	-0.092	-0.051	-0.054	-0.054	-0.053	-0.092	-0.054	-0.054	-0.052	-0.09	-0.09	-0.053	-0.09	-0.086	-0.053	-0.053	-0.054	0.062	0.06	0.058	0.065	0.062	0.065	0.028	0.064	0.065	0.064	0.062	0.061	0.062	0.059	0.031	0.059	0.061	0.059	0.031	0.061	0.059	0.058	0.031	0.061	0.058	0.058	0.061	0.058	0.062	0.061	0.064	0.059	-0.727	-0.727	-0.744	-0.729	-0.743	-0.729	-0.721	-0.728	-0.729	-0.728	-0.743	-0.728	-0.728	-0.743	-0.72	-0.743	-0.728	-0.728	-0.72	-0.728	-0.743	-0.728	-0.72	-0.728	-0.744	-0.744	-0.728	-0.744	-0.743	-0.728	-0.729	-0.728	-0.064	0.057	-0.732	2016_7_13_18_15_09
FLQS30TYGRWV____	-0.05	-0.011	-0.048	-0.006	-0.051	-0.051	-0.009	-0.05	-0.051	-0.05	-0.051	-0.012	-0.01	-0.012	-0.011	-0.012	-0.012	-0.047	-0.011	-0.051	-0.012	-0.048	-0.011	-0.049	-0.048	-0.048	-0.051	-0.048	-0.051	-0.051	-0.051	-0.047	0.008	0.007	0.008	0.011	0.046	0.007	0.044	0.004	0.007	0.004	0.046	0.009	0.005	0.007	0.006	0.007	0.009	0.045	0.006	-0.033	0.007	0.006	0.006	0.008	0.008	0.008	-0.033	0.008	0.046	-0.033	0.006	0.045	-0.653	-0.637	-0.653	-0.636	-0.665	-0.653	-0.646	-0.652	-0.653	-0.652	-0.665	-0.638	-0.635	-0.637	-0.637	-0.637	-0.638	-0.663	-0.637	-0.642	-0.637	-0.652	-0.637	-0.653	-0.653	-0.653	-0.642	-0.653	-0.665	-0.642	-0.653	-0.663	-0.035	0.011	-0.648	2016_7_13_18_15_14
FLNS2037GRWV____	-0.006	0.04	0.035	0.037	0.032	-0.046	0.036	0.035	-0.046	0.035	0.032	0.037	0.035	-0.004	0.036	-0.004	0.037	0.038	0.036	-0.005	-0.004	0.038	0.036	0.036	0.035	0.035	-0.005	0.035	0.032	-0.005	0.036	0.038	-0.039	-0.004	-0.005	-0.005	-0.041	-0.002	-0.003	-0.006	-0.002	-0.006	-0.041	-0.003	-0.04	-0.004	-0.005	-0.004	-0.003	-0.001	-0.005	-0.039	-0.004	-0.043	-0.005	-0.002	-0.005	-0.005	-0.039	-0.005	-0.041	-0.039	-0.004	-0.001	0.564	0.574	0.572	0.573	0.581	0.538	0.572	0.572	0.538	0.572	0.581	0.572	0.582	0.556	0.573	0.556	0.572	0.572	0.573	0.565	0.556	0.584	0.573	0.572	0.572	0.572	0.565	0.572	0.581	0.565	0.573	0.572	0.022	-0.014	0.569	2016_7_13_17_37_41
FLQS2DERGRX5____	0.008	0.006	0.05	0.012	0.012	0.012	0.009	0.01	0.012	0.01	0.012	0.053	0.009	0.053	0.053	0.053	0.053	0.012	0.053	0.051	0.053	0.012	0.053	0.014	0.05	0.05	0.051	0.05	0.012	0.051	0.014	0.012	-0.107	-0.107	-0.105	-0.106	-0.107	-0.107	-0.104	-0.068	-0.107	-0.068	-0.107	-0.104	-0.109	-0.104	-0.103	-0.104	-0.104	-0.1	-0.103	-0.071	-0.104	-0.101	-0.103	-0.109	-0.105	-0.105	-0.071	-0.105	-0.107	-0.071	-0.104	-0.1	-0.076	-0.076	-0.059	-0.074	-0.074	-0.074	-0.077	-0.086	-0.074	-0.086	-0.074	-0.058	-0.075	-0.058	-0.059	-0.058	-0.058	-0.077	-0.059	-0.068	-0.058	-0.076	-0.059	-0.073	-0.059	-0.059	-0.068	-0.059	-0.074	-0.068	-0.075	-0.077	0.03	-0.1	-0.069	2016_7_13_17_37_46
FLQS2EQUGRX5____	0.144	0.146	0.183	0.185	0.145	0.146	0.188	0.185	0.146	0.185	0.145	0.184	0.184	0.183	0.185	0.183	0.184	0.185	0.185	0.145	0.183	0.186	0.185	0.183	0.183	0.183	0.145	0.183	0.145	0.145	0.144	0.185	-0.073	-0.073	-0.074	-0.072	-0.045	-0.074	-0.071	-0.073	-0.074	-0.073	-0.045	-0.073	-0.075	-0.071	-0.071	-0.071	-0.073	-0.069	-0.071	-0.077	-0.071	-0.068	-0.071	-0.071	-0.074	-0.074	-0.077	-0.074	-0.045	-0.077	-0.073	-0.069	0.175	0.177	0.192	0.192	0.169	0.177	0.194	0.192	0.177	0.192	0.169	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.177	0.192	0.192	0.192	0.192	0.192	0.192	0.177	0.192	0.169	0.177	0.176	0.192	0.171	-0.07	0.186	2016_7_13_17_37_51
FLQS30J0GRWV____	-0.069	-0.068	-0.11	-0.066	-0.066	-0.067	-0.066	-0.066	-0.067	-0.066	-0.066	-0.111	-0.109	-0.109	-0.112	-0.109	-0.111	-0.066	-0.112	-0.066	-0.109	-0.064	-0.112	-0.064	-0.11	-0.11	-0.066	-0.11	-0.066	-0.066	-0.065	-0.066	0.046	0.02	0.022	0.017	0.013	0.048	0.05	0.017	0.048	0.017	0.013	0.021	0.085	0.017	0.052	0.017	0.021	0.017	0.052	0.051	0.017	0.052	0.052	0.019	0.022	0.022	0.051	0.022	0.013	0.051	0.015	0.017	-0.042	-0.033	-0.052	-0.032	-0.03	-0.041	-0.041	-0.032	-0.041	-0.032	-0.03	-0.051	-0.069	-0.05	-0.061	-0.05	-0.051	-0.031	-0.061	-0.041	-0.05	-0.041	-0.061	-0.031	-0.052	-0.052	-0.041	-0.052	-0.03	-0.041	-0.031	-0.031	-0.084	0.031	-0.043	2016_7_13_17_37_57
FLQS30JCGRWV____	-0.055	-0.053	-0.013	-0.012	-0.011	-0.011	-0.013	-0.012	-0.011	-0.012	-0.011	-0.012	-0.049	-0.012	-0.011	-0.012	-0.012	-0.011	-0.011	-0.05	-0.012	-0.012	-0.011	-0.053	-0.013	-0.013	-0.05	-0.013	-0.011	-0.05	-0.052	-0.011	0.002	0.003	0.003	0.005	0.007	0.006	0.006	0.005	0.006	0.005	0.007	0.004	0.003	0.004	0.003	0.004	0.004	0.005	0.003	0.004	0.004	0.004	0.003	0.002	0.003	0.003	0.004	0.003	0.007	0.004	0	0.005	-0.056	-0.056	-0.038	-0.039	-0.039	-0.039	-0.039	-0.039	-0.039	-0.039	-0.039	-0.039	-0.053	-0.038	-0.038	-0.038	-0.039	-0.038	-0.038	-0.054	-0.038	-0.038	-0.038	-0.055	-0.038	-0.038	-0.054	-0.038	-0.039	-0.054	-0.054	-0.038	-0.022	0.004	-0.042	2016_7_13_17_38_02
FLQS30KNGRWV____	-0.141	-0.142	-0.137	-0.138	-0.139	-0.138	-0.138	-0.141	-0.138	-0.141	-0.139	-0.137	-0.14	-0.14	-0.141	-0.14	-0.137	-0.142	-0.141	-0.138	-0.14	-0.142	-0.141	-0.14	-0.137	-0.137	-0.138	-0.137	-0.139	-0.138	-0.101	-0.142	0.042	0.045	0.045	0.046	0.045	0.045	0.041	0.047	0.045	0.047	0.045	0.047	0.046	0.011	0.046	0.011	0.047	0.01	0.046	0.012	0.011	0.012	0.046	0.014	0.045	0.045	0.012	0.045	0.045	0.012	0.016	0.01	-0.645	-0.646	-0.644	-0.645	-0.645	-0.644	-0.643	-0.646	-0.644	-0.646	-0.645	-0.645	-0.646	-0.635	-0.645	-0.635	-0.645	-0.636	-0.645	-0.635	-0.635	-0.636	-0.645	-0.636	-0.644	-0.644	-0.635	-0.644	-0.645	-0.635	-0.621	-0.636	-0.138	0.034	-0.641	2016_7_13_17_38_09
FLQS30LFGRWY____	0.232	0.273	0.234	0.273	0.274	0.275	0.234	0.275	0.275	0.275	0.274	0.234	0.236	0.271	0.273	0.271	0.234	0.271	0.273	0.274	0.271	0.273	0.273	0.275	0.234	0.234	0.274	0.234	0.274	0.274	0.274	0.271	-0.05	0.013	-0.054	-0.018	-0.016	-0.015	-0.053	-0.015	-0.015	-0.015	-0.016	-0.055	-0.054	-0.02	-0.019	-0.02	-0.055	-0.021	-0.019	-0.017	-0.02	-0.02	-0.019	-0.017	-0.054	-0.054	-0.017	-0.054	-0.016	-0.017	-0.016	-0.021	-0.386	-0.387	-0.384	-0.377	-0.378	-0.378	-0.383	-0.377	-0.378	-0.377	-0.378	-0.383	-0.382	-0.378	-0.378	-0.378	-0.383	-0.378	-0.378	-0.378	-0.378	-0.377	-0.378	-0.377	-0.384	-0.384	-0.378	-0.384	-0.378	-0.378	-0.378	-0.378	0.262	-0.027	-0.379	2016_7_13_17_38_14
FLQS30Q2GRWV____	-0.083	-0.08	-0.078	-0.078	-0.079	-0.08	-0.082	-0.039	-0.08	-0.039	-0.079	-0.08	-0.08	-0.077	-0.042	-0.077	-0.08	-0.08	-0.042	-0.078	-0.077	-0.08	-0.042	-0.123	-0.078	-0.078	-0.078	-0.078	-0.079	-0.078	-0.079	-0.08	0.045	0.013	0.017	0.018	-0.016	0.014	0.015	0.051	0.014	0.051	-0.016	-0.017	0.048	0.018	0.018	0.018	-0.017	0.015	0.018	0.018	0.018	0.017	0.018	0.013	0.017	0.017	0.018	0.017	-0.016	0.018	0.02	0.015	0.559	0.57	0.569	0.57	0.578	0.57	0.568	0.577	0.57	0.577	0.578	0.578	0.56	0.57	0.585	0.57	0.578	0.569	0.585	0.569	0.57	0.569	0.585	0.552	0.569	0.569	0.569	0.569	0.578	0.569	0.569	0.569	-0.074	0.016	0.572	2016_7_13_17_38_19
FLQS30Q3GRWV____	0.065	0.025	0.025	0.067	0.064	0.028	0.063	0.029	0.028	0.029	0.064	0.025	0.029	0.025	0.063	0.025	0.025	0.025	0.063	0.067	0.025	0.025	0.063	0.066	0.025	0.025	0.067	0.025	0.064	0.067	0.066	0.025	0.045	0.045	0.043	0.047	0.049	0.079	0.049	0.046	0.079	0.046	0.049	0.045	0.046	0.045	0.047	0.045	0.045	0.046	0.047	0.049	0.045	0.045	0.047	0.048	0.043	0.043	0.049	0.043	0.049	0.049	0.017	0.046	-0.45	-0.465	-0.466	-0.449	-0.45	-0.474	-0.45	-0.465	-0.474	-0.465	-0.45	-0.466	-0.464	-0.466	-0.451	-0.466	-0.466	-0.466	-0.451	-0.45	-0.466	-0.466	-0.451	-0.45	-0.466	-0.466	-0.45	-0.466	-0.45	-0.45	-0.441	-0.466	0.043	0.047	-0.459	2016_7_13_17_38_24
FLQS30Q9GRWV____	-0.071	-0.111	-0.111	-0.074	-0.075	-0.074	-0.074	-0.078	-0.074	-0.078	-0.075	-0.078	-0.08	-0.11	-0.078	-0.11	-0.078	-0.074	-0.078	-0.074	-0.11	-0.077	-0.078	-0.078	-0.111	-0.111	-0.074	-0.111	-0.075	-0.074	-0.075	-0.074	0.009	0	0	0	0.003	0.002	-0.002	0.047	0.002	0.047	0.003	0.087	0.084	0.003	0.007	0.003	0.087	-0.001	0.007	0.003	0.003	0.004	0.007	0.046	0	0	0.003	0	0.003	0.003	0.004	-0.001	-0.064	-0.079	-0.079	-0.064	-0.065	-0.064	-0.063	-0.078	-0.064	-0.078	-0.065	-0.09	-0.09	-0.08	-0.067	-0.08	-0.09	-0.063	-0.067	-0.065	-0.08	-0.066	-0.067	-0.079	-0.079	-0.079	-0.065	-0.079	-0.065	-0.065	-0.065	-0.063	-0.084	0.014	-0.072	2016_7_13_17_38_31
FLQS30QMGRWV____	0.015	0.053	0.054	0.056	0.056	0.056	0.058	0.056	0.056	0.056	0.056	0.058	0.058	0.056	0.057	0.056	0.058	0.055	0.057	0.055	0.056	0.057	0.057	0.055	0.054	0.054	0.055	0.054	0.056	0.055	0.056	0.055	-0.054	-0.014	-0.049	-0.02	-0.051	-0.051	-0.05	-0.052	-0.051	-0.052	-0.051	-0.084	-0.049	-0.052	-0.017	-0.052	-0.084	-0.051	-0.017	-0.017	-0.052	-0.05	-0.017	-0.016	-0.049	-0.049	-0.017	-0.049	-0.051	-0.017	-0.019	-0.051	-0.062	-0.059	-0.048	-0.056	-0.046	-0.047	-0.046	-0.046	-0.047	-0.046	-0.046	-0.036	-0.047	-0.046	-0.056	-0.046	-0.036	-0.047	-0.056	-0.057	-0.046	-0.047	-0.056	-0.057	-0.048	-0.048	-0.057	-0.048	-0.046	-0.057	-0.055	-0.047	0.054	-0.042	-0.05	2016_7_13_17_38_36
FLQS30QPGRWV____	-0.074	-0.074	-0.075	-0.076	-0.075	-0.074	-0.075	-0.075	-0.074	-0.075	-0.075	-0.075	-0.068	-0.073	-0.076	-0.073	-0.075	-0.075	-0.076	-0.074	-0.073	-0.075	-0.076	-0.076	-0.075	-0.075	-0.074	-0.075	-0.075	-0.074	-0.074	-0.075	0.054	0.053	0.05	0.051	0.05	0.049	0.051	0.052	0.049	0.052	0.05	0.055	0.044	0.052	0.053	0.052	0.055	0.053	0.053	0.05	0.052	0.049	0.053	0.051	0.05	0.05	0.05	0.05	0.05	0.05	0.048	0.053	-0.026	-0.025	-0.024	-0.025	-0.025	-0.024	-0.024	-0.025	-0.024	-0.025	-0.025	-0.026	-0.02	-0.025	-0.025	-0.025	-0.026	-0.026	-0.025	-0.024	-0.025	-0.025	-0.025	-0.025	-0.024	-0.024	-0.024	-0.024	-0.025	-0.024	-0.024	-0.026	-0.074	0.051	-0.025	2016_7_13_17_38_41
FLQS30R2GRWV____	0.016	0.055	0.092	0.055	0.017	0.052	0.017	0.015	0.052	0.015	0.017	0.019	0.055	0.017	0.021	0.017	0.019	0.055	0.021	0.016	0.017	0.055	0.021	0.015	0.092	0.092	0.016	0.092	0.017	0.016	-0.03	0.055	-0.055	-0.052	-0.054	-0.019	-0.058	-0.057	-0.021	-0.054	-0.057	-0.054	-0.058	-0.058	-0.056	-0.059	-0.02	-0.059	-0.058	-0.019	-0.02	-0.02	-0.059	-0.019	-0.02	-0.023	-0.054	-0.054	-0.02	-0.054	-0.058	-0.02	-0.098	-0.019	0.045	0.06	0.077	0.051	0.046	0.061	0.036	0.044	0.061	0.044	0.046	0.048	0.062	0.046	0.037	0.046	0.048	0.051	0.037	0.036	0.046	0.05	0.037	0.036	0.077	0.077	0.036	0.077	0.046	0.036	0.039	0.051	0.034	-0.044	0.05	2016_7_13_17_38_46
FLQS30RRGRWV____	-0.069	-0.071	-0.071	-0.068	-0.065	-0.067	-0.071	-0.067	-0.067	-0.067	-0.065	-0.069	-0.067	-0.07	-0.068	-0.07	-0.069	-0.069	-0.068	-0.069	-0.07	-0.07	-0.068	-0.069	-0.071	-0.071	-0.069	-0.071	-0.065	-0.069	-0.07	-0.069	0.064	0.099	0.025	0.065	0.025	0.028	0.027	0.062	0.028	0.062	0.025	0.027	0.062	0.063	0.067	0.063	0.027	0.025	0.067	0.063	0.063	0.065	0.067	0.064	0.025	0.025	0.063	0.025	0.025	0.063	0.063	0.025	-0.643	-0.654	-0.634	-0.643	-0.631	-0.632	-0.634	-0.642	-0.632	-0.642	-0.631	-0.633	-0.643	-0.643	-0.644	-0.643	-0.633	-0.632	-0.644	-0.643	-0.643	-0.643	-0.644	-0.643	-0.634	-0.634	-0.643	-0.634	-0.631	-0.643	-0.644	-0.632	-0.069	0.048	-0.639	2016_7_13_17_38_51
FLQS30S7GRWV____	-0.066	-0.103	-0.102	-0.065	-0.03	-0.066	-0.031	-0.103	-0.066	-0.103	-0.03	-0.067	-0.102	-0.068	-0.029	-0.068	-0.067	-0.032	-0.029	-0.065	-0.068	-0.031	-0.029	-0.067	-0.102	-0.102	-0.065	-0.102	-0.03	-0.065	-0.065	-0.032	0.056	0.053	0.057	0.054	0.053	0.055	0.059	0.053	0.055	0.053	0.053	0.056	0.054	0.056	0.055	0.056	0.056	0.054	0.055	0.051	0.056	0.055	0.055	0.056	0.057	0.057	0.051	0.057	0.053	0.051	0.054	0.054	-0.508	-0.522	-0.522	-0.507	-0.492	-0.507	-0.494	-0.522	-0.507	-0.522	-0.492	-0.508	-0.522	-0.508	-0.492	-0.508	-0.508	-0.493	-0.492	-0.506	-0.508	-0.493	-0.492	-0.507	-0.522	-0.522	-0.506	-0.522	-0.492	-0.506	-0.507	-0.493	-0.064	0.055	-0.506	2016_7_13_17_38_56
FLQS30UFGRWV____	0.024	0.026	0.066	0.027	0.027	0.065	0.064	0.065	0.065	0.065	0.027	0.067	0.064	0.066	0.067	0.066	0.067	0.03	0.067	0.067	0.066	0.032	0.067	0.066	0.066	0.066	0.067	0.066	0.027	0.067	0.066	0.03	-0.046	-0.047	-0.047	-0.047	-0.043	-0.006	-0.076	-0.045	-0.006	-0.045	-0.043	-0.049	-0.043	-0.046	-0.047	-0.046	-0.049	-0.048	-0.047	-0.045	-0.046	-0.047	-0.047	-0.044	-0.047	-0.047	-0.045	-0.047	-0.043	-0.045	-0.043	-0.048	0.519	0.52	0.537	0.521	0.52	0.526	0.544	0.536	0.526	0.536	0.52	0.538	0.535	0.537	0.538	0.537	0.538	0.523	0.538	0.536	0.537	0.523	0.538	0.536	0.537	0.537	0.536	0.537	0.52	0.536	0.536	0.523	0.055	-0.044	0.532	2016_7_13_17_39_01
FLQS30WFGRWV____	0.005	0.006	0.005	0.004	-0.001	0.001	-0.034	0.003	0.001	0.003	-0.001	0.006	0.005	0.006	0.005	0.006	0.006	0.043	0.005	0.041	0.006	0.006	0.005	0.004	0.005	0.005	0.041	0.005	-0.001	0.041	0.043	0.043	-0.046	-0.046	-0.049	-0.05	-0.085	-0.046	-0.018	-0.05	-0.046	-0.05	-0.085	-0.017	-0.049	-0.049	-0.05	-0.049	-0.017	-0.046	-0.05	-0.043	-0.049	-0.047	-0.05	-0.048	-0.049	-0.049	-0.043	-0.049	-0.085	-0.043	-0.044	-0.046	-0.119	-0.118	-0.118	-0.118	-0.11	-0.12	-0.142	-0.118	-0.12	-0.118	-0.11	-0.127	-0.118	-0.117	-0.118	-0.117	-0.127	-0.103	-0.118	-0.105	-0.117	-0.118	-0.118	-0.118	-0.118	-0.118	-0.105	-0.118	-0.11	-0.105	-0.103	-0.103	0.01	-0.048	-0.116	2016_7_13_17_39_06
FLQS30X6GRWV____	-0.194	-0.194	-0.151	-0.154	-0.154	-0.194	-0.196	-0.153	-0.194	-0.153	-0.154	-0.195	-0.194	-0.154	-0.231	-0.154	-0.195	-0.195	-0.231	-0.156	-0.154	-0.193	-0.231	-0.155	-0.151	-0.151	-0.156	-0.151	-0.154	-0.156	-0.197	-0.195	0.162	0.097	0.202	0.13	0.163	0.094	0.13	0.091	0.094	0.091	0.163	0.091	0.165	0.162	0.13	0.162	0.091	0.129	0.13	0.129	0.162	0.126	0.13	0.126	0.202	0.202	0.129	0.202	0.163	0.129	0.087	0.129	-0.732	-0.713	-0.726	-0.706	-0.715	-0.712	-0.724	-0.694	-0.712	-0.694	-0.715	-0.712	-0.733	-0.715	-0.738	-0.715	-0.712	-0.723	-0.738	-0.707	-0.715	-0.721	-0.738	-0.705	-0.726	-0.726	-0.707	-0.726	-0.715	-0.707	-0.711	-0.723	-0.176	0.137	-0.717	2016_7_13_17_39_11
FLQS30YUGRWV____	-0.053	-0.009	-0.008	-0.007	-0.05	-0.05	-0.051	-0.012	-0.05	-0.012	-0.05	-0.008	-0.013	-0.01	-0.008	-0.01	-0.008	-0.049	-0.008	-0.048	-0.01	-0.048	-0.008	0.032	-0.008	-0.008	-0.048	-0.008	-0.05	-0.048	-0.05	-0.049	0.029	0.035	0.003	0.004	-0.032	0.001	-0.036	0.002	0.001	0.002	-0.032	0.002	0.037	-0.033	-0.03	-0.033	0.002	-0.035	-0.03	-0.036	-0.033	-0.032	-0.03	-0.029	0.003	0.003	-0.036	0.003	-0.032	-0.036	-0.034	-0.035	-0.086	-0.071	-0.061	-0.061	-0.068	-0.078	-0.068	-0.062	-0.078	-0.062	-0.068	-0.061	-0.073	-0.052	-0.051	-0.052	-0.061	-0.068	-0.051	-0.067	-0.052	-0.067	-0.051	-0.035	-0.061	-0.061	-0.067	-0.061	-0.068	-0.067	-0.068	-0.068	-0.026	-0.015	-0.063	2016_7_13_17_39_16
FLQS30ZQGRWV____	0.022	0.021	0.02	0.021	0.023	0.023	0.022	0.021	0.023	0.021	0.023	0.02	0.021	0.02	0.021	0.02	0.02	0.022	0.021	-0.023	0.02	0.021	0.021	0.023	0.02	0.02	-0.023	0.02	0.023	-0.023	-0.026	0.022	-0.017	-0.021	-0.018	-0.014	-0.014	-0.052	-0.014	-0.018	-0.052	-0.018	-0.014	-0.017	-0.019	0.021	-0.061	0.021	-0.017	-0.015	-0.061	-0.021	0.021	0.021	-0.061	-0.015	-0.018	-0.018	-0.021	-0.018	-0.014	-0.021	-0.058	-0.015	-0.577	-0.577	-0.578	-0.579	-0.578	-0.568	-0.578	-0.577	-0.568	-0.577	-0.578	-0.578	-0.578	-0.589	-0.566	-0.589	-0.578	-0.579	-0.566	-0.595	-0.589	-0.589	-0.566	-0.578	-0.578	-0.578	-0.595	-0.578	-0.578	-0.595	-0.586	-0.579	0.016	-0.02	-0.579	2016_7_13_17_39_22
FLQS31J6GRWY____	-0.155	-0.153	-0.155	-0.152	-0.152	-0.152	-0.152	-0.153	-0.152	-0.153	-0.152	-0.155	-0.154	-0.194	-0.156	-0.194	-0.155	-0.154	-0.156	-0.154	-0.194	-0.152	-0.156	-0.151	-0.155	-0.155	-0.154	-0.155	-0.152	-0.154	-0.152	-0.154	0.072	0.041	0.073	0.074	0.074	0.077	0.075	0.074	0.077	0.074	0.074	0.074	0.075	0.074	0.074	0.074	0.074	0.076	0.074	0.073	0.074	0.106	0.074	0.075	0.073	0.073	0.073	0.073	0.074	0.073	0.076	0.076	-0.136	-0.127	-0.136	-0.136	-0.136	-0.137	-0.136	-0.136	-0.137	-0.136	-0.136	-0.137	-0.137	-0.153	-0.137	-0.153	-0.137	-0.137	-0.137	-0.136	-0.153	-0.145	-0.137	-0.135	-0.136	-0.136	-0.136	-0.136	-0.136	-0.136	-0.136	-0.137	-0.157	0.074	-0.138	2016_7_13_17_39_28
